job_role_skill_id,job_role_id,job_post_id,skill_id,skill_name,is_required,importance_level,job_domain,exp_level
f7ca0e09-4cb2-4d53-aa8c-5bdc23dcd248,d89b1258-c4a4-4b04-906a-39dc40e9b477,2a331255-2c12-4fc1-910a-c33f775c7301,9442b4a0-2ec8-4a0b-b9fa-fa1da3f7222e,React,True,required,fullstack,intermediate
5a2a1f4e-bd3f-40a4-bb45-34196fc3c14f,d89b1258-c4a4-4b04-906a-39dc40e9b477,2a331255-2c12-4fc1-910a-c33f775c7301,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,True,required,fullstack,intermediate
ced9960e-3648-40e4-bfaf-932c9ab9b57e,d89b1258-c4a4-4b04-906a-39dc40e9b477,2a331255-2c12-4fc1-910a-c33f775c7301,44338055-808c-4bca-be2a-584e6c81d4db,CSS,True,required,fullstack,intermediate
d57d4c52-6e87-40f1-8f22-ad056e3f6c75,1f454531-6745-44f2-8384-e96eba419347,b1990919-11da-4bbd-8f7f-32e9bb171557,224a5d23-cddf-4cd6-929c-a3b1c7666003,Docker,True,required,backend,intermediate
17db6f81-ac77-463e-839d-74066e2a88c9,1f454531-6745-44f2-8384-e96eba419347,b1990919-11da-4bbd-8f7f-32e9bb171557,bb4adc67-da67-4a84-8a9c-32f19a598242,MySQL,True,required,backend,intermediate
57dd90d5-059f-40f7-a1bd-0681d14b48cc,1f454531-6745-44f2-8384-e96eba419347,b1990919-11da-4bbd-8f7f-32e9bb171557,b38928c4-8795-4085-906f-17051e798a4e,Python,True,required,backend,intermediate
dd1185ca-48d4-4891-ac25-ea98a7c1c72f,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,a3230547-ad50-4063-bc66-d416acd8ee72,REST API,True,required,backend,intermediate
9acc8416-e873-4bb8-8ad8-8cdfef754c70,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,7917e55a-5b39-492f-8d43-2f495c035978,Go,True,required,backend,intermediate
b37c13f2-1bb7-464a-9fe6-7dd79b719fd2,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,224a5d23-cddf-4cd6-929c-a3b1c7666003,Docker,True,required,backend,intermediate
0ffcd7bb-d8c9-4d10-84ee-548584a5f0cd,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,5d9c82f0-14c6-4fb4-ac60-7946565ba901,FastAPI,True,required,backend,intermediate
ab7fe7a5-a088-4c4c-9887-3986212ce35b,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,bb4adc67-da67-4a84-8a9c-32f19a598242,MySQL,True,required,backend,intermediate
953a6122-62bd-4300-bab7-0a08dbc81f5a,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,c1f4a0f0-a3af-4b5c-9822-f982976cf5a0,Smart Contracts,False,preferred,backend,intermediate
ad698eee-5d98-4e38-b3a4-ab2d8f2e1079,d1472506-906b-4207-992b-16bee7718684,b1990919-11da-4bbd-8f7f-32e9bb171557,d9ee970a-7ccd-4344-bdbd-7ec876a83350,Graphic Design,False,nice_to_have,backend,intermediate
fd1baa9a-35a4-4370-955b-d1c690a2e307,d15e4e74-5bd7-49e7-a687-fdea092195d9,b1990919-11da-4bbd-8f7f-32e9bb171557,d1b5e1b5-c87d-435c-934d-b6b1bd803152,Microservices,True,required,backend,intermediate
442e5196-df85-4f21-a9ed-97207d6d215e,d15e4e74-5bd7-49e7-a687-fdea092195d9,b1990919-11da-4bbd-8f7f-32e9bb171557,e9b04df8-e1be-4b33-9e66-076fa63ac0e6,PostgreSQL,True,required,backend,intermediate
a47af509-7b06-4da0-a118-d0e49ad62bed,d15e4e74-5bd7-49e7-a687-fdea092195d9,b1990919-11da-4bbd-8f7f-32e9bb171557,ce47d8ac-7c2d-4842-9738-d6cc1cc43bc9,Django,True,required,backend,intermediate
5413def9-b110-48b5-9eee-6740e655fc4b,d15e4e74-5bd7-49e7-a687-fdea092195d9,b1990919-11da-4bbd-8f7f-32e9bb171557,bb4adc67-da67-4a84-8a9c-32f19a598242,MySQL,True,required,backend,intermediate
218f3c9e-f94e-4222-990c-e331b3a68022,d15e4e74-5bd7-49e7-a687-fdea092195d9,b1990919-11da-4bbd-8f7f-32e9bb171557,31471107-34ff-4b98-a853-5f2b9443c998,Flask,True,required,backend,intermediate
5f4ea6b7-4a76-44ed-8885-579ddafcf4fb,d7a29e42-0e57-45f3-a030-72668e1c2b0f,526300e8-4703-44b6-b9e9-a4f9a526b0e5,7917e55a-5b39-492f-8d43-2f495c035978,Go,True,required,backend,intermediate
e0bdeb6c-76c5-4e9a-9474-c8d6c3840834,d7a29e42-0e57-45f3-a030-72668e1c2b0f,526300e8-4703-44b6-b9e9-a4f9a526b0e5,bb4adc67-da67-4a84-8a9c-32f19a598242,MySQL,True,required,backend,intermediate
67006d08-c616-4f94-980b-698e83b1bb7b,d7a29e42-0e57-45f3-a030-72668e1c2b0f,526300e8-4703-44b6-b9e9-a4f9a526b0e5,96294385-1a73-4cec-bc75-a7fcf8ab1f85,Dart,False,preferred,backend,intermediate
5b8302b2-1970-428c-98b0-63e74d8d932f,5ca1aa58-764e-44a0-91d8-66c025ded424,5a2b555d-29e6-4b67-b861-7fe6699f8450,2a6364bb-d2c0-4246-b352-d84516f04f12,React Native,True,required,mobile,intermediate
57dd46bc-0f97-400b-a393-9ae561801660,5ca1aa58-764e-44a0-91d8-66c025ded424,5a2b555d-29e6-4b67-b861-7fe6699f8450,64a9c1a7-f860-405b-b53e-a06eff5eb129,iOS Development,True,required,mobile,intermediate
2ae01c1f-0e53-4332-872c-04ac3d856cbc,5ca1aa58-764e-44a0-91d8-66c025ded424,5a2b555d-29e6-4b67-b861-7fe6699f8450,f746999a-0364-42ca-9797-0408b9ef6432,Flutter,True,required,mobile,intermediate
feebf521-569f-4c43-b613-ae58d6f84be1,5ca1aa58-764e-44a0-91d8-66c025ded424,5a2b555d-29e6-4b67-b861-7fe6699f8450,4964b46d-323d-4b24-9ca3-613d28b4c828,Swift,True,required,mobile,intermediate
fb11aeb0-2446-4238-9415-c5b9a5bb58fb,5ca1aa58-764e-44a0-91d8-66c025ded424,5a2b555d-29e6-4b67-b861-7fe6699f8450,d775e2b6-a19e-49b9-bb84-9b6aa0ae3eb7,Firebase,True,required,mobile,intermediate
8e7373fe-6d82-4cc8-adcb-5b2ac28cd511,5ca1aa58-764e-44a0-91d8-66c025ded424,5a2b555d-29e6-4b67-b861-7fe6699f8450,4bb6f953-fa20-44f4-8e2e-848ae0e2ce34,CI/CD,False,preferred,mobile,intermediate
15fadbd7-c237-4015-8234-1028397f151d,c163faa1-9d93-476f-8e30-d69985da07cc,5a2b555d-29e6-4b67-b861-7fe6699f8450,4964b46d-323d-4b24-9ca3-613d28b4c828,Swift,True,required,mobile,intermediate
a15d6229-ae75-42f6-a532-e685f0a98811,c163faa1-9d93-476f-8e30-d69985da07cc,5a2b555d-29e6-4b67-b861-7fe6699f8450,64a9c1a7-f860-405b-b53e-a06eff5eb129,iOS Development,True,required,mobile,intermediate
e08d0ee2-0497-491b-91fd-acc099fe2ee3,c163faa1-9d93-476f-8e30-d69985da07cc,5a2b555d-29e6-4b67-b861-7fe6699f8450,733881c0-dde2-4681-82d8-6e167a741495,HTML,False,nice_to_have,mobile,intermediate
c8fecb2c-78b4-49e4-83a0-463384703830,019edb4b-03b8-4a86-8f0e-4b24d2ae02da,5a2b555d-29e6-4b67-b861-7fe6699f8450,d775e2b6-a19e-49b9-bb84-9b6aa0ae3eb7,Firebase,True,required,mobile,intermediate
ca7fb4ef-3060-4dba-b5f0-e057c37498f1,019edb4b-03b8-4a86-8f0e-4b24d2ae02da,5a2b555d-29e6-4b67-b861-7fe6699f8450,5e85158e-fbd6-4096-963d-d40115d0f396,Android Development,True,required,mobile,intermediate
003f91ce-639f-4133-90f5-f588a738a0f7,019edb4b-03b8-4a86-8f0e-4b24d2ae02da,5a2b555d-29e6-4b67-b861-7fe6699f8450,2a6364bb-d2c0-4246-b352-d84516f04f12,React Native,True,required,mobile,intermediate
e98cb5c1-a113-4b10-bfbf-57ce749e3c15,019edb4b-03b8-4a86-8f0e-4b24d2ae02da,5a2b555d-29e6-4b67-b861-7fe6699f8450,64a9c1a7-f860-405b-b53e-a06eff5eb129,iOS Development,True,required,mobile,intermediate
c585a942-9eb6-44ea-9073-a942a7748c2a,019edb4b-03b8-4a86-8f0e-4b24d2ae02da,5a2b555d-29e6-4b67-b861-7fe6699f8450,a3230547-ad50-4063-bc66-d416acd8ee72,REST API,False,nice_to_have,mobile,intermediate
549791af-c3df-49b7-8901-432f2f07df44,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,733881c0-dde2-4681-82d8-6e167a741495,HTML,True,required,design,expert
a4d4e4c0-a280-4b73-9850-c93f3f792988,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,427112c3-3e0b-485b-a366-b18e41f622b4,Figma,True,required,design,expert
639c9f4b-80e4-4149-90ec-b0ead5f16340,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,1fa16dd2-5fa0-4912-a019-a14cc32f6ade,UI/UX Design,True,required,design,expert
8e5def63-2f13-4c9d-a623-1152da8b2fe8,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,7c510939-6374-4ab1-a34b-947c3d8dec2e,Sketch,True,required,design,expert
df4a4c5a-1e84-40c6-88e4-cf7379131b8c,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,f45ba265-f507-4384-8b27-79983737b853,Photoshop,True,required,design,expert
21f99176-fb5e-470c-8a1d-c86b2f2d305e,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,a8f33b92-ade5-4219-9c3e-b1cbafad9bb0,Kotlin,False,preferred,design,expert
ff08edfd-3161-4321-958e-109e4cf0a4f5,e742ceb1-5b73-4bc5-ad85-a301fa0fa5d7,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,ce47d8ac-7c2d-4842-9738-d6cc1cc43bc9,Django,False,nice_to_have,design,expert
cc8a89e2-0c2b-40c9-b925-dbe156972686,73d41950-44e3-4e49-b221-293be48e3279,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,f45ba265-f507-4384-8b27-79983737b853,Photoshop,True,required,design,expert
885584f6-500d-4242-8310-c37aec78412d,73d41950-44e3-4e49-b221-293be48e3279,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,d0b69351-297f-4bca-bd0d-97e42d1643cf,Illustrator,True,required,design,expert
6406aaf6-ba6b-4703-be44-607424b6a0a2,73d41950-44e3-4e49-b221-293be48e3279,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,44338055-808c-4bca-be2a-584e6c81d4db,CSS,True,required,design,expert
bf7163a5-8e2c-4bdb-938e-6bece01a5726,73d41950-44e3-4e49-b221-293be48e3279,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,42b55509-677b-4dcc-8f82-04f9b43d5e81,Motion Design,True,required,design,expert
56bc5ddd-807c-48ec-a10c-c31b944b75e2,73d41950-44e3-4e49-b221-293be48e3279,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,eeb53f53-85c9-4835-ab8c-5af48a99bb2d,Blockchain,False,preferred,design,expert
1d16eaf9-4f12-4067-9ed6-8a58ce7fc3ba,4b5bca60-884b-4bba-af77-1297b3864e8d,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,d9ee970a-7ccd-4344-bdbd-7ec876a83350,Graphic Design,True,required,design,expert
3f9cca4e-b0fc-4b2e-a6af-40f899f49477,4b5bca60-884b-4bba-af77-1297b3864e8d,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,7c510939-6374-4ab1-a34b-947c3d8dec2e,Sketch,True,required,design,expert
c5ab26b8-582a-444e-bb03-3c6775030038,4b5bca60-884b-4bba-af77-1297b3864e8d,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,427112c3-3e0b-485b-a366-b18e41f622b4,Figma,True,required,design,expert
7f3043b7-40ed-47cd-a3bb-e842a5ebc694,4b5bca60-884b-4bba-af77-1297b3864e8d,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,733881c0-dde2-4681-82d8-6e167a741495,HTML,True,required,design,expert
38d5e3a5-c2ff-4b96-b6cf-e6c9a68e6d48,4b5bca60-884b-4bba-af77-1297b3864e8d,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,a3230547-ad50-4063-bc66-d416acd8ee72,REST API,False,nice_to_have,design,expert
640815f1-4859-475d-9ff6-ee092ed59378,e1628dac-2444-4e71-b76f-51295160e8ec,1ece7480-4fe9-4a21-8073-96e3340f3d70,9442b4a0-2ec8-4a0b-b9fa-fa1da3f7222e,React,True,required,frontend,expert
be8c034f-dbc3-41fa-8d92-0d57cf76b1e7,e1628dac-2444-4e71-b76f-51295160e8ec,1ece7480-4fe9-4a21-8073-96e3340f3d70,c3eac669-00dc-4191-945a-8d2a2c41e9fe,Vue.js,True,required,frontend,expert
8fef9138-cc8f-4176-8764-a86700c94449,d9dc8e65-77ae-4260-817a-bba7c5d7c6b2,1ece7480-4fe9-4a21-8073-96e3340f3d70,9442b4a0-2ec8-4a0b-b9fa-fa1da3f7222e,React,True,required,frontend,expert
f5ec421d-bd13-4c5f-8d42-04a27489aec1,d9dc8e65-77ae-4260-817a-bba7c5d7c6b2,1ece7480-4fe9-4a21-8073-96e3340f3d70,733881c0-dde2-4681-82d8-6e167a741495,HTML,True,required,frontend,expert
2566dcd5-a7de-4878-b4b6-f73faa3e07b6,d9dc8e65-77ae-4260-817a-bba7c5d7c6b2,1ece7480-4fe9-4a21-8073-96e3340f3d70,18784026-f5aa-481a-8cf4-8f17e0582dcd,Tailwind CSS,True,required,frontend,expert
f717a512-4f77-47eb-a4e0-3b8486b3ede1,d9dc8e65-77ae-4260-817a-bba7c5d7c6b2,1ece7480-4fe9-4a21-8073-96e3340f3d70,0d625eb6-adea-42ae-a94f-a74db9d7b4c8,jQuery,True,required,frontend,expert
a64d84fb-6e95-45a6-a3af-59eddc7671fd,d9dc8e65-77ae-4260-817a-bba7c5d7c6b2,1ece7480-4fe9-4a21-8073-96e3340f3d70,4c92cdc8-c1df-47c0-ab4a-9b63c2e4167c,GitHub Actions,False,preferred,frontend,expert
9af6f84c-9ae3-4fcc-b4f9-0450573c070d,2ec34782-bacd-462c-ab5b-a44b58b1723f,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,True,required,frontend,expert
8e9d1943-ef0a-4340-83dc-2b97cda982a1,2ec34782-bacd-462c-ab5b-a44b58b1723f,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,48c7d935-b052-4d5a-9876-669eff9ff8ca,Webpack,True,required,frontend,expert
f4b5c0d5-e20a-4f15-9bae-d1093e432c83,2ec34782-bacd-462c-ab5b-a44b58b1723f,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,d9406946-8a29-4275-805f-c77220d89cf7,Next.js,True,required,frontend,expert
58159a94-6325-41e3-946c-44110f1705a6,2ec34782-bacd-462c-ab5b-a44b58b1723f,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,44338055-808c-4bca-be2a-584e6c81d4db,CSS,True,required,frontend,expert
19fb2610-5730-44f1-b21e-420645fe5881,2ec34782-bacd-462c-ab5b-a44b58b1723f,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,5e85158e-fbd6-4096-963d-d40115d0f396,Android Development,False,nice_to_have,frontend,expert
135d9896-4ce5-4d9c-837a-fb9a594b4a9f,2ec34782-bacd-462c-ab5b-a44b58b1723f,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,dfeac3a7-9bb6-45aa-b038-1a8838aee8e6,scikit-learn,False,nice_to_have,frontend,expert
db1d1978-f2cf-4ae4-88ac-30a78230ecfa,31d87b02-ff33-4788-9b83-b70d49ade874,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,True,required,frontend,expert
5023b4da-ca2b-472f-a3a8-de5967c379d4,31d87b02-ff33-4788-9b83-b70d49ade874,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,18784026-f5aa-481a-8cf4-8f17e0582dcd,Tailwind CSS,True,required,frontend,expert
2f184c20-cf93-4dc0-a9a8-f52e8f9fd41c,31d87b02-ff33-4788-9b83-b70d49ade874,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,a3230547-ad50-4063-bc66-d416acd8ee72,REST API,False,nice_to_have,frontend,expert
2e1bacf7-8456-42be-948b-712ab51a4225,31d87b02-ff33-4788-9b83-b70d49ade874,e84f0a8d-2779-4b9c-b5e8-87cf332e7afc,33cce223-93e7-4c1d-877f-828ad0730e95,TensorFlow,False,nice_to_have,frontend,expert
6d5233da-dd8b-4258-b23c-9ebcf5b6510a,db2a2388-c37d-48b9-96f5-68f3b9a3134f,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,b38928c4-8795-4085-906f-17051e798a4e,Python,True,required,fullstack,intermediate
50b6501a-c439-4428-b0cf-e9a40e493439,db2a2388-c37d-48b9-96f5-68f3b9a3134f,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,a79c00e3-0f06-409c-ab9d-6cefd787025a,MongoDB,True,required,fullstack,intermediate
3bc4dff8-f195-4ee1-8346-b94fe196c9e7,db2a2388-c37d-48b9-96f5-68f3b9a3134f,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,224a5d23-cddf-4cd6-929c-a3b1c7666003,Docker,True,required,fullstack,intermediate
1d46fcfb-9b3b-47ad-bf4d-835e590be800,db2a2388-c37d-48b9-96f5-68f3b9a3134f,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,9442b4a0-2ec8-4a0b-b9fa-fa1da3f7222e,React,True,required,fullstack,intermediate
9f8fcb4b-6463-4dfc-994b-b848c0b628f3,db2a2388-c37d-48b9-96f5-68f3b9a3134f,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,False,nice_to_have,fullstack,intermediate
4283fa59-2af3-4eb3-b4a7-2ff271f15fe5,db2a2388-c37d-48b9-96f5-68f3b9a3134f,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,f45ba265-f507-4384-8b27-79983737b853,Photoshop,False,preferred,fullstack,intermediate
fe7cf55e-cac2-48b1-885f-c401b185c5a1,be241210-47cf-485f-878a-ad6546929962,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,9442b4a0-2ec8-4a0b-b9fa-fa1da3f7222e,React,True,required,fullstack,intermediate
f156b52b-3d6a-49ad-8284-ba2227fb574c,be241210-47cf-485f-878a-ad6546929962,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,True,required,fullstack,intermediate
6b8bb944-a473-4d0a-b91f-097d65ffc0d8,be241210-47cf-485f-878a-ad6546929962,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,91873237-33ea-4616-9d02-d884394577e4,Node.js,True,required,fullstack,intermediate
817f2613-aa3c-4633-90a3-1ee6d7824372,be241210-47cf-485f-878a-ad6546929962,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,a79c00e3-0f06-409c-ab9d-6cefd787025a,MongoDB,True,required,fullstack,intermediate
b7205ac1-8af6-4b38-ab27-482a6fd9b59f,be241210-47cf-485f-878a-ad6546929962,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,7917e55a-5b39-492f-8d43-2f495c035978,Go,False,nice_to_have,fullstack,intermediate
68f91b02-3b01-4b6a-b3c7-3e6620727bdc,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,4cd103f8-cbd3-47a7-8290-05a08ad608d5,Redis,True,required,fullstack,intermediate
3952d6b6-336c-4121-afad-d4b735b72a9b,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,a79c00e3-0f06-409c-ab9d-6cefd787025a,MongoDB,True,required,fullstack,intermediate
1eb66ce7-7c36-4bb7-b9fb-28777683e8a6,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,4ece738b-4e65-486b-9916-ae2938529a51,TypeScript,True,required,fullstack,intermediate
4cf1fbb6-2a81-40ca-9bad-dbaee2683cba,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,e9b04df8-e1be-4b33-9e66-076fa63ac0e6,PostgreSQL,True,required,fullstack,intermediate
84b03830-a4dd-4bf1-a8a0-5479d9c746f7,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,91873237-33ea-4616-9d02-d884394577e4,Node.js,True,required,fullstack,intermediate
8a383f05-f138-4a40-b780-d2ce9920c7ab,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,a3230547-ad50-4063-bc66-d416acd8ee72,REST API,False,preferred,fullstack,intermediate
4c894f4d-befd-46c2-b5fd-dbfb63c9f326,a08da024-ceaf-41b6-a816-d64802975e39,a328013f-b1cc-4e7a-9e55-f9d30d7cb211,d775e2b6-a19e-49b9-bb84-9b6aa0ae3eb7,Firebase,False,preferred,fullstack,intermediate
b564eafa-c9ac-4b48-9d24-441c9d22188e,e3bdf01f-1082-4207-90f6-1bc8cbe4161a,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,c0329000-3eb7-413c-86c5-b852f02a8c84,Sass/SCSS,True,required,frontend,intermediate
a5bb7417-080c-4667-adfc-15a382ef4ddb,e3bdf01f-1082-4207-90f6-1bc8cbe4161a,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,True,required,frontend,intermediate
abaeb42b-4985-43d9-9ad2-b60fafa7a1a7,e3bdf01f-1082-4207-90f6-1bc8cbe4161a,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,c3eac669-00dc-4191-945a-8d2a2c41e9fe,Vue.js,True,required,frontend,intermediate
144e4b43-c977-48b5-9676-08d2bd2f7d2d,e3bdf01f-1082-4207-90f6-1bc8cbe4161a,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,18784026-f5aa-481a-8cf4-8f17e0582dcd,Tailwind CSS,True,required,frontend,intermediate
5b46021b-c534-4648-8b01-b0de43398d93,8467b8f6-4e26-40d9-9a34-232fee13a721,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,4ece738b-4e65-486b-9916-ae2938529a51,TypeScript,True,required,frontend,intermediate
12966827-9e97-421f-9917-55923cce1e38,8467b8f6-4e26-40d9-9a34-232fee13a721,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,d9406946-8a29-4275-805f-c77220d89cf7,Next.js,True,required,frontend,intermediate
4db5864b-bb39-4027-8025-a00481e19e50,8467b8f6-4e26-40d9-9a34-232fee13a721,e8baf98e-83c4-4a01-b466-349a0aa0ad3c,b38928c4-8795-4085-906f-17051e798a4e,Python,False,nice_to_have,frontend,intermediate
af2fe217-4703-416c-a5f5-8723ea8de171,f04648fd-2604-47d9-91dd-c132d85b02d8,bfe71d26-a200-4cd5-9ad3-c06fa201fcfe,7917e55a-5b39-492f-8d43-2f495c035978,Go,True,required,blockchain,expert
2eba5a98-a6c5-4b60-9ca3-0e7b9070fc3c,f04648fd-2604-47d9-91dd-c132d85b02d8,bfe71d26-a200-4cd5-9ad3-c06fa201fcfe,144e5430-6dc6-4007-9708-8e5c97e8e9ad,Solidity,True,required,blockchain,expert
881b942a-7bb7-49f0-9b0a-5aa438fd1345,f04648fd-2604-47d9-91dd-c132d85b02d8,bfe71d26-a200-4cd5-9ad3-c06fa201fcfe,b38928c4-8795-4085-906f-17051e798a4e,Python,True,required,blockchain,expert
ad50a011-fb31-4fca-abe2-5adeb28e4dd9,f04648fd-2604-47d9-91dd-c132d85b02d8,bfe71d26-a200-4cd5-9ad3-c06fa201fcfe,bdbda0ac-4e8c-4397-9ccc-1c7d49f624ac,JavaScript,True,required,blockchain,expert
7028ef4d-2c9f-4ff4-beb3-c27624c3799a,1208b27e-e3f5-4cef-a49c-f0c197319f55,bfe71d26-a200-4cd5-9ad3-c06fa201fcfe,144e5430-6dc6-4007-9708-8e5c97e8e9ad,Solidity,True,required,blockchain,expert
e5ced83b-eb37-41ba-8a8a-dfd51f85249c,1208b27e-e3f5-4cef-a49c-f0c197319f55,bfe71d26-a200-4cd5-9ad3-c06fa201fcfe,d0b63838-9114-4cd2-a646-007def85406d,Rust,True,required,blockchain,expert
