freelancer_skill_id,freelancer_id,skill_id,skill_name,proficiency_level
9da4d8be-d1af-4efe-9cc9-5e142760ea31,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,b74d3b30-d1d9-404a-a2b4-3f26e9ca2fb9,iOS Development,advanced
55d79ec7-038e-46a8-9986-25b55c908047,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,7a7d6ccb-5037-4416-a74c-cc445f9a59df,Swift,advanced
0e1b6012-1ccf-489b-b56b-6bf6a9026aa3,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,79e91e1d-7da5-42eb-a968-f989620d479c,REST API,advanced
b8a1af7b-8b55-4b3b-bb50-921f0a8c047a,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,813b6ae4-b9e0-449e-ad3d-c5387ce9ac6c,Kotlin,intermediate
5965ccda-1d67-4474-891f-ffd7feddb207,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,c0553466-0912-47d9-afcf-9609f727dc83,Firebase,intermediate
f7f2a0f1-cca2-4640-b466-be158b7c6dfb,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,56e35043-699b-4786-84b2-70263700259b,React Native,intermediate
12819dfc-8ef0-4791-bc49-21000ac410da,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,588712e7-cd83-4774-b10d-add3380cbe74,PostgreSQL,intermediate
b2e8d627-be51-42f0-b709-eeafbd734ecd,acf1c7d4-ab2c-4b53-9518-593cc820f7f2,9f20df11-6b44-4eca-882b-c21c3e41639c,Go,expert
c53f472b-5b4f-4c9a-bc62-8c1f47486e27,215113e7-9bd3-49be-837e-260347d5b450,9f20df11-6b44-4eca-882b-c21c3e41639c,Go,advanced
cf97387e-4f20-42d2-a58b-3baa0e7020f5,215113e7-9bd3-49be-837e-260347d5b450,861b5ae0-91d6-477e-81b9-707dfcde9ecc,Node.js,advanced
a5f1a63c-82a6-4f63-b176-617a9f9ee797,215113e7-9bd3-49be-837e-260347d5b450,75db70ae-3c8c-4821-88ab-38e804d76fb0,FastAPI,intermediate
8cc0804e-e953-49e5-b7b7-35bcc4413072,215113e7-9bd3-49be-837e-260347d5b450,79e91e1d-7da5-42eb-a968-f989620d479c,REST API,advanced
31fe3401-9313-4b44-b09b-5e265300edb7,215113e7-9bd3-49be-837e-260347d5b450,845f3623-5140-413f-aa2d-71162b64b2f7,MySQL,intermediate
3b17d7d4-69ef-4cf0-87c3-6dfdccfa04b0,215113e7-9bd3-49be-837e-260347d5b450,7152dea4-b047-43e9-9d12-e2876c56db1a,Python,advanced
224499dd-1066-45fe-8ff3-a26a063fcdcd,215113e7-9bd3-49be-837e-260347d5b450,a2681cb1-9a70-449f-b128-e2fcba0ad193,Flask,beginner
8aa733c4-878a-4c78-9d6b-4fcf6d25a431,215113e7-9bd3-49be-837e-260347d5b450,7e72c12d-0210-4b71-a88e-238b4a151e14,Machine Learning,intermediate
6e583fa4-e28d-46c4-bd89-b74a87f78e23,215113e7-9bd3-49be-837e-260347d5b450,5f69fb90-2b5c-434f-a3de-46fc81321846,Tailwind CSS,expert
02e3925c-3da8-43c0-baa4-2a61417bcb33,17b1e005-b888-4e7d-913a-399021d7e140,7a7d6ccb-5037-4416-a74c-cc445f9a59df,Swift,advanced
f51560fd-d511-4694-bd22-afcd9d15cea9,17b1e005-b888-4e7d-913a-399021d7e140,813b6ae4-b9e0-449e-ad3d-c5387ce9ac6c,Kotlin,intermediate
988b6692-111f-47fc-a381-d8009a182b3b,17b1e005-b888-4e7d-913a-399021d7e140,6d05c17e-4d29-416b-89b5-a92916fd25c1,Dart,advanced
7b74e79c-568e-49ea-8926-ed1988d58c8c,17b1e005-b888-4e7d-913a-399021d7e140,c0553466-0912-47d9-afcf-9609f727dc83,Firebase,intermediate
8cf66a89-ccf7-45dc-b9a3-c030e3b7d5c0,17b1e005-b888-4e7d-913a-399021d7e140,23130edb-3347-4a42-8bb0-bd1be3d3a083,Flutter,intermediate
f9d40c05-88f0-48a1-9764-e62dc7d34953,17b1e005-b888-4e7d-913a-399021d7e140,b74d3b30-d1d9-404a-a2b4-3f26e9ca2fb9,iOS Development,expert
63cd2e0f-63da-4dbf-b317-ff353c231548,17b1e005-b888-4e7d-913a-399021d7e140,7152dea4-b047-43e9-9d12-e2876c56db1a,Python,intermediate
c8dcfe8d-e3bf-4638-90da-4633eb5dd759,17b1e005-b888-4e7d-913a-399021d7e140,19ff13db-46ba-4800-9464-696a5dd242a8,CI/CD,advanced
ceaa5cbf-8a61-4cb9-bd57-bb5b03500808,aa015888-e227-4bdf-9766-d3d037695834,b36fbe52-2c5d-4f55-a764-4148dd65f7db,Photoshop,intermediate
bf333df3-0a47-430c-8287-f9db2c69f5dc,aa015888-e227-4bdf-9766-d3d037695834,2f7d9077-f8d4-40b1-a642-f9c7f87b4684,Adobe XD,advanced
989392e3-8ce3-444a-aaf9-3e94315a1ba1,aa015888-e227-4bdf-9766-d3d037695834,ab85dff1-d0e3-498a-8d5c-76c2743714c2,UI/UX Design,advanced
a530b855-c872-49e1-b443-b9a76c692af0,aa015888-e227-4bdf-9766-d3d037695834,12a015c1-253c-4215-be8b-0b7ed9f4869d,Motion Design,intermediate
c516f18a-88a9-4063-8587-40a321e2793e,aa015888-e227-4bdf-9766-d3d037695834,61195128-894c-4e66-acf8-520c96579861,React,advanced
347d3173-0be4-47e6-ac24-7fcb51eb581c,aa015888-e227-4bdf-9766-d3d037695834,2e4bbd9d-bd3f-4701-9596-9b3af39ff0de,GCP,advanced
15e9f5ee-69a8-463c-96d3-9d9254b9f055,1ee46043-a9f8-486e-91c1-9f517cc0bf77,61195128-894c-4e66-acf8-520c96579861,React,beginner
7b2d0277-d4e3-4291-a3f4-3c9bf2b5db27,1ee46043-a9f8-486e-91c1-9f517cc0bf77,e63feec7-d238-4834-b986-413d994b14c3,Angular,advanced
70b5623c-e857-48ad-8069-2ff54a695bb7,1ee46043-a9f8-486e-91c1-9f517cc0bf77,2f492933-4404-43ae-aff2-b7d122b692d6,JavaScript,intermediate
ad53f512-ac4f-4818-b96f-00467c155dff,1ee46043-a9f8-486e-91c1-9f517cc0bf77,0e7e3f21-2400-42cf-9187-984a48a94dfa,Sass/SCSS,advanced
ece2f911-2141-4570-9ba2-1842f6292e2e,1ee46043-a9f8-486e-91c1-9f517cc0bf77,75db70ae-3c8c-4821-88ab-38e804d76fb0,FastAPI,advanced
835e96ad-4bba-4df6-8913-e50c16a8dadf,1ee46043-a9f8-486e-91c1-9f517cc0bf77,486fb876-4337-4e5f-a5d4-26d8b921f484,PyTorch,advanced
c5c9b063-1b1b-4d58-974e-e464ff58bcde,a1951aba-7f60-4396-a5f3-4b0c06d1632d,b36fbe52-2c5d-4f55-a764-4148dd65f7db,Photoshop,advanced
66efbf86-4f5d-4b14-97bd-deba713274e2,a1951aba-7f60-4396-a5f3-4b0c06d1632d,12a015c1-253c-4215-be8b-0b7ed9f4869d,Motion Design,beginner
9707cc57-3f82-4505-b5a8-6b0b52c74792,a1951aba-7f60-4396-a5f3-4b0c06d1632d,2f7d9077-f8d4-40b1-a642-f9c7f87b4684,Adobe XD,intermediate
eb3fef6e-7953-483c-8202-656b2bcd53f3,a1951aba-7f60-4396-a5f3-4b0c06d1632d,eca2899d-57ee-404c-a358-1663f2ca8fc1,HTML,intermediate
d9e7f91f-012c-40c0-b2b3-ca19ef5c3698,a1951aba-7f60-4396-a5f3-4b0c06d1632d,ab85dff1-d0e3-498a-8d5c-76c2743714c2,UI/UX Design,intermediate
7c3ada05-6b99-484a-8b52-edd98edfd41c,a1951aba-7f60-4396-a5f3-4b0c06d1632d,f47a899f-a418-43e7-b6ad-49e4ac3c8fbc,CSS,expert
a1686d98-a5c7-479b-8d05-3c3dcc7b9e4e,a1951aba-7f60-4396-a5f3-4b0c06d1632d,92d5801a-9306-4509-89b1-56bafb236261,Illustrator,beginner
f2d52ce5-8f8b-484f-add2-5be6539a9f0f,a1951aba-7f60-4396-a5f3-4b0c06d1632d,9d65bb80-e448-4ac9-91b6-f0a6c86f4243,Figma,advanced
1f59c679-6a4a-4f9f-a37a-c0be803ce88d,a1951aba-7f60-4396-a5f3-4b0c06d1632d,861b5ae0-91d6-477e-81b9-707dfcde9ecc,Node.js,intermediate
3dbe1d5e-01b1-4356-9581-f4a79c0b0c47,2373ce40-e2b8-4fd0-bd66-087b9f415e12,23130edb-3347-4a42-8bb0-bd1be3d3a083,Flutter,intermediate
58677c93-56b4-44d4-883b-706d0d8a43d2,2373ce40-e2b8-4fd0-bd66-087b9f415e12,7a7d6ccb-5037-4416-a74c-cc445f9a59df,Swift,advanced
825c2dff-f065-4af9-a1f4-ff61daa984ef,2373ce40-e2b8-4fd0-bd66-087b9f415e12,6d05c17e-4d29-416b-89b5-a92916fd25c1,Dart,advanced
0af801db-d012-4058-b331-1e87e32b2ada,2373ce40-e2b8-4fd0-bd66-087b9f415e12,db1ac8fd-7072-46d2-9a7d-bcb9e0dc2768,Android Development,intermediate
92294304-88b7-462c-9051-2c621e62de48,2373ce40-e2b8-4fd0-bd66-087b9f415e12,b74d3b30-d1d9-404a-a2b4-3f26e9ca2fb9,iOS Development,intermediate
42171b1a-5f84-42ff-8939-361dea9192f9,2373ce40-e2b8-4fd0-bd66-087b9f415e12,79e91e1d-7da5-42eb-a968-f989620d479c,REST API,intermediate
bc2ea3d1-4967-49ce-8f93-f71f5edfcc84,2373ce40-e2b8-4fd0-bd66-087b9f415e12,c0553466-0912-47d9-afcf-9609f727dc83,Firebase,expert
b3c0b185-c297-4875-baa4-36fd568c925e,2373ce40-e2b8-4fd0-bd66-087b9f415e12,aed0d3e7-4d9b-4698-bc7d-eb9c4b5de0bf,Docker,expert
bc20b806-aaaf-4694-96ce-f17d651b21b1,2373ce40-e2b8-4fd0-bd66-087b9f415e12,00e792fd-73d4-43ed-a68b-32aaaaaf678a,Azure,advanced
b20fcc40-fe5c-4cf2-a980-133e7d566f8b,91e87f3d-0bf0-4bdd-9480-0c12acbf8679,2e4bbd9d-bd3f-4701-9596-9b3af39ff0de,GCP,intermediate
926e8c43-8dc2-4520-847b-a09daea41cc2,91e87f3d-0bf0-4bdd-9480-0c12acbf8679,aed0d3e7-4d9b-4698-bc7d-eb9c4b5de0bf,Docker,intermediate
a0ba4b8c-33e8-49a5-9657-30c3fb5e18b9,91e87f3d-0bf0-4bdd-9480-0c12acbf8679,7152dea4-b047-43e9-9d12-e2876c56db1a,Python,advanced
82a81043-9c78-4129-9232-efcf7c318547,91e87f3d-0bf0-4bdd-9480-0c12acbf8679,19b729a6-8691-41b8-8263-a84ca010b68f,GitHub Actions,advanced
11c5ae17-fa9d-4ea8-9282-e151d6d7e9f3,91e87f3d-0bf0-4bdd-9480-0c12acbf8679,101a3a4d-77a2-4a2e-b325-4f7de67de3a7,Kubernetes,expert
7377a885-fe20-4409-9d7e-2c8d9670a091,91e87f3d-0bf0-4bdd-9480-0c12acbf8679,3fda7a4c-d334-433a-91f0-0360b687b436,NumPy,intermediate
4522d5a0-5e21-4f4d-9124-5d30cf21fead,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,ab85dff1-d0e3-498a-8d5c-76c2743714c2,UI/UX Design,intermediate
9dd0c6b0-5889-4997-a897-b7cba4d30981,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,92d5801a-9306-4509-89b1-56bafb236261,Illustrator,intermediate
8a009cfc-470b-4041-b0ba-e0d7c3b1af3e,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,12a015c1-253c-4215-be8b-0b7ed9f4869d,Motion Design,intermediate
534fbc05-308c-4368-b091-bcc235a450fe,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,2f7d9077-f8d4-40b1-a642-f9c7f87b4684,Adobe XD,advanced
02cf6553-2d72-4f3d-a868-f10f7463546e,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,94fd5dff-355e-4f10-8178-84e314a82d99,Sketch,intermediate
63e21f15-0092-4ec5-8f23-cb053a98dfd6,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,88999117-8262-4112-8355-f7fff61ae427,Graphic Design,expert
d47ebefd-4a6e-4037-bc9f-047dbd4e1f78,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,f47a899f-a418-43e7-b6ad-49e4ac3c8fbc,CSS,advanced
14d9f1fe-872e-4c68-9a2c-5f56e0a9958b,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,eca2899d-57ee-404c-a358-1663f2ca8fc1,HTML,advanced
7b97ad6d-742e-4c32-8886-62168623a0df,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,b36fbe52-2c5d-4f55-a764-4148dd65f7db,Photoshop,advanced
dace837e-95be-4e3f-804e-048723c353c9,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,d823d672-3919-4cf0-a648-f2e56071beb8,NLP,advanced
4642b18b-5cf0-47c4-9123-829393fc6c4f,cb745f04-bebf-4ed0-a3ef-02e3b14414ce,53f646d4-1ed9-4c9e-b3d6-0c0575687aaf,TypeScript,intermediate
def1e061-e741-423a-bb29-3d3d84ea4591,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,b50b3438-f076-4e33-b987-a805a3efac13,Vue.js,beginner
da7db2e0-dcc3-449f-a153-b44c4d6f0b4c,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,d1b285c2-fac9-422f-b96a-56cd20c33062,jQuery,advanced
ac24461e-bca1-4f61-9bdc-be68b650f9e8,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,2f492933-4404-43ae-aff2-b7d122b692d6,JavaScript,intermediate
92c39f7e-84c3-4b4b-9b86-5b683a945378,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,53f646d4-1ed9-4c9e-b3d6-0c0575687aaf,TypeScript,advanced
a4a65eb3-6a45-48c6-9518-8e9b2d5b2ad1,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,eca2899d-57ee-404c-a358-1663f2ca8fc1,HTML,beginner
7a5e3c58-8611-44e1-8c9b-4b180af2ed8d,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,61195128-894c-4e66-acf8-520c96579861,React,expert
457aede2-46ce-4cd9-981f-a2d40a2919a1,fdb7f753-ea18-4014-9a7e-cebb4cfe8adc,12a015c1-253c-4215-be8b-0b7ed9f4869d,Motion Design,intermediate
cd16cd1b-f031-4a29-9d21-e48653e4710b,97e19c3d-6390-4bb0-abde-43102c67c09f,a4ede06a-0de7-45a9-98c9-5079cdf8ff99,MongoDB,expert
a080d83b-5386-4d60-9617-c7756b1e19c1,97e19c3d-6390-4bb0-abde-43102c67c09f,eca2899d-57ee-404c-a358-1663f2ca8fc1,HTML,advanced
d98e64da-bd90-4acb-b2fd-a2bb23cf9fba,97e19c3d-6390-4bb0-abde-43102c67c09f,79e91e1d-7da5-42eb-a968-f989620d479c,REST API,expert
20780618-dd81-4971-b83b-ddc2cd2d501f,97e19c3d-6390-4bb0-abde-43102c67c09f,588712e7-cd83-4774-b10d-add3380cbe74,PostgreSQL,expert
37669241-ad2d-44d9-ab5b-c4c16abdbdb7,97e19c3d-6390-4bb0-abde-43102c67c09f,61195128-894c-4e66-acf8-520c96579861,React,beginner
e1572494-4a48-47bb-9bda-88574c2e32ac,97e19c3d-6390-4bb0-abde-43102c67c09f,53f646d4-1ed9-4c9e-b3d6-0c0575687aaf,TypeScript,intermediate
103a3fd7-72f8-4bbf-b000-766132bad29e,97e19c3d-6390-4bb0-abde-43102c67c09f,f47a899f-a418-43e7-b6ad-49e4ac3c8fbc,CSS,advanced
55a7cd91-14a8-4528-82ee-3c71a05c67b7,97e19c3d-6390-4bb0-abde-43102c67c09f,aed0d3e7-4d9b-4698-bc7d-eb9c4b5de0bf,Docker,advanced
d2b50aa1-3569-434b-a92b-0d08d2c91fd8,97e19c3d-6390-4bb0-abde-43102c67c09f,861b5ae0-91d6-477e-81b9-707dfcde9ecc,Node.js,advanced
74170d42-66fc-492f-940f-48e80cad5e71,97e19c3d-6390-4bb0-abde-43102c67c09f,92d5801a-9306-4509-89b1-56bafb236261,Illustrator,advanced
352fa850-c080-4548-b2eb-3b812f59b045,91be0e1c-846c-4e56-b278-613ef7bcf2b0,6d05c17e-4d29-416b-89b5-a92916fd25c1,Dart,advanced
89363bc2-9abc-4fe7-bc02-b47f19608c62,91be0e1c-846c-4e56-b278-613ef7bcf2b0,db1ac8fd-7072-46d2-9a7d-bcb9e0dc2768,Android Development,advanced
998bbbbc-1cf4-4ac5-8985-8e487a365d19,91be0e1c-846c-4e56-b278-613ef7bcf2b0,79e91e1d-7da5-42eb-a968-f989620d479c,REST API,advanced
b7894714-d37b-42a5-8855-21be9d394de8,91be0e1c-846c-4e56-b278-613ef7bcf2b0,56e35043-699b-4786-84b2-70263700259b,React Native,advanced
1c0f8971-205c-4722-9421-d8e0c094ea2b,91be0e1c-846c-4e56-b278-613ef7bcf2b0,c0553466-0912-47d9-afcf-9609f727dc83,Firebase,expert
9e35db43-6e83-4b2d-9259-1163b565f6d5,91be0e1c-846c-4e56-b278-613ef7bcf2b0,7a7d6ccb-5037-4416-a74c-cc445f9a59df,Swift,advanced
027dcf3c-a8a9-4e20-a7f2-878944ea6461,91be0e1c-846c-4e56-b278-613ef7bcf2b0,b74d3b30-d1d9-404a-a2b4-3f26e9ca2fb9,iOS Development,advanced
1bc9883f-e5a5-4bb7-9e53-8f5df05e009b,91be0e1c-846c-4e56-b278-613ef7bcf2b0,23130edb-3347-4a42-8bb0-bd1be3d3a083,Flutter,advanced
7a83d474-2dd4-476a-bc7f-2b26276dadc1,91be0e1c-846c-4e56-b278-613ef7bcf2b0,813b6ae4-b9e0-449e-ad3d-c5387ce9ac6c,Kotlin,intermediate
477a1b5e-c2d6-4e80-adfb-34175cf0fdb4,91be0e1c-846c-4e56-b278-613ef7bcf2b0,b36fbe52-2c5d-4f55-a764-4148dd65f7db,Photoshop,advanced
5e57a129-daac-4aa9-b4a2-7ddb9f6076f2,057b68c4-9981-4115-b399-3a650cd5f515,12a015c1-253c-4215-be8b-0b7ed9f4869d,Motion Design,advanced
9f03730e-5861-4981-a7cc-8fc3317ce873,057b68c4-9981-4115-b399-3a650cd5f515,f47a899f-a418-43e7-b6ad-49e4ac3c8fbc,CSS,advanced
56be8946-16f5-4af1-aa86-d3e9ac444bca,057b68c4-9981-4115-b399-3a650cd5f515,9d65bb80-e448-4ac9-91b6-f0a6c86f4243,Figma,advanced
334caa65-a963-49a4-b6cc-2697024b66be,057b68c4-9981-4115-b399-3a650cd5f515,ab85dff1-d0e3-498a-8d5c-76c2743714c2,UI/UX Design,intermediate
2f20ac0d-2763-4ed2-a46e-152203f455fb,057b68c4-9981-4115-b399-3a650cd5f515,eca2899d-57ee-404c-a358-1663f2ca8fc1,HTML,advanced
2df5feee-8427-4416-9bfc-fdeca928dd93,057b68c4-9981-4115-b399-3a650cd5f515,94fd5dff-355e-4f10-8178-84e314a82d99,Sketch,advanced
d203ede4-baaf-468b-90f1-61f5e414a2b5,057b68c4-9981-4115-b399-3a650cd5f515,b36fbe52-2c5d-4f55-a764-4148dd65f7db,Photoshop,advanced
ae94cd87-2587-4f4b-a20c-5e90657f44e2,057b68c4-9981-4115-b399-3a650cd5f515,2f7d9077-f8d4-40b1-a642-f9c7f87b4684,Adobe XD,intermediate
ba6d82bd-2202-4ac1-967c-24ff25981131,057b68c4-9981-4115-b399-3a650cd5f515,92d5801a-9306-4509-89b1-56bafb236261,Illustrator,advanced
37bbe85c-692d-447d-add7-8db95047f6bd,057b68c4-9981-4115-b399-3a650cd5f515,7a7d6ccb-5037-4416-a74c-cc445f9a59df,Swift,advanced
0e7d70fb-b799-448a-a982-fda76009c72e,c2a1910e-a56e-4495-b976-35ff94cd4ac5,94fd5dff-355e-4f10-8178-84e314a82d99,Sketch,intermediate
192739f3-153b-44d2-b67a-70207993fe52,c2a1910e-a56e-4495-b976-35ff94cd4ac5,ab85dff1-d0e3-498a-8d5c-76c2743714c2,UI/UX Design,advanced
82da6a73-df9a-4232-b510-ec4a68a3ae2e,c2a1910e-a56e-4495-b976-35ff94cd4ac5,12a015c1-253c-4215-be8b-0b7ed9f4869d,Motion Design,advanced
4e010542-4ba0-4371-bd31-f627b0a539de,c2a1910e-a56e-4495-b976-35ff94cd4ac5,b36fbe52-2c5d-4f55-a764-4148dd65f7db,Photoshop,advanced
3390074d-187a-47d2-b9bd-e6625db571f7,c2a1910e-a56e-4495-b976-35ff94cd4ac5,2f7d9077-f8d4-40b1-a642-f9c7f87b4684,Adobe XD,intermediate
414e5bc1-c971-4b1c-b110-16e2bcda46f1,c2a1910e-a56e-4495-b976-35ff94cd4ac5,79e91e1d-7da5-42eb-a968-f989620d479c,REST API,expert
651afeb0-1daa-494f-953a-618a386e570c,6c627361-f1ad-4d48-94ca-e92b65e39076,30f76bf2-f207-4cca-abf2-17f1bb87aa75,Solidity,intermediate
6f2bccac-af30-41e1-a3b8-7ffda87f724d,6c627361-f1ad-4d48-94ca-e92b65e39076,6e36f8b6-72c3-476f-92ec-9db4c6e7736d,Blockchain,advanced
d13792ec-8726-42e7-81f0-6474b88e1285,6c627361-f1ad-4d48-94ca-e92b65e39076,9f20df11-6b44-4eca-882b-c21c3e41639c,Go,beginner
c29dc93e-3ebb-4cf5-9220-00a406dc0dd1,6c627361-f1ad-4d48-94ca-e92b65e39076,37450534-710e-498f-9429-7a9e9ec6a233,Rust,beginner
3e8e1e71-faf9-40be-b60f-ce080416f590,6c627361-f1ad-4d48-94ca-e92b65e39076,73c7448d-1587-4753-afd8-40efe64db197,Smart Contracts,advanced
fc643805-3bd1-4fe8-8aad-46c0fa8d10e1,6c627361-f1ad-4d48-94ca-e92b65e39076,7152dea4-b047-43e9-9d12-e2876c56db1a,Python,advanced
b1ee744c-d495-48f9-a438-acf447794764,6c627361-f1ad-4d48-94ca-e92b65e39076,f47a899f-a418-43e7-b6ad-49e4ac3c8fbc,CSS,advanced
7e5302e5-f353-41d5-8cbc-afa56f71f0b1,6c627361-f1ad-4d48-94ca-e92b65e39076,f7b6291b-6aa1-430b-889c-5331a4ebe20b,Nginx,expert
428bc305-caa3-4bba-b02a-2c0d33d63e85,3c8f17f9-6eda-4185-8c38-10c875619eed,a33aa749-35dd-4580-8c55-7556b935102e,Computer Vision,advanced
c5deadaf-a590-46c7-83aa-720c7f5e6f6d,3c8f17f9-6eda-4185-8c38-10c875619eed,d823d672-3919-4cf0-a648-f2e56071beb8,NLP,intermediate
