rating_id,contract_id,client_id,freelancer_id,communication_score,result_quality_score,professionalism_score,timeline_compliance_score,overall_rating
4b221929-f7c6-4a67-9ac6-be0f85a632ca,1adafe4d-54bb-4682-91eb-c10594950baa,7ea733e1-78d1-4701-8be3-34e198c598f1,e719dcf7-507b-4930-b2db-0377d20d9308,4,4,3,2,4.27
48a4514b-d7d7-4c29-abf6-532e16983487,a9b855ad-d561-4d1a-8c0d-920ebdb530e4,7ea733e1-78d1-4701-8be3-34e198c598f1,635d010e-b74b-4de6-9d44-37cb533c2de1,5,3,5,5,4.13
172abb9b-d9f7-4056-a425-7ffde0d45c14,f893e5da-3f88-4a17-a38e-ac67a1bddee2,7ea733e1-78d1-4701-8be3-34e198c598f1,99b27421-efb4-4e02-ae22-aaef2e6cf69f,3,4,3,4,3.64
4d7ccb37-b644-4b97-a61e-b581e1ec54aa,89fb8ca6-ab16-479e-be29-b0bcb4531e32,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,3e3d3a8f-983a-4102-885b-94a6cd4b07ac,5,5,4,4,4.35
79007417-466c-48ef-a323-ce574a4f6996,8e31d5d3-1e13-4738-933e-ea330d545abb,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,c3416234-0bbe-4745-a4bf-3edf1d9f64ad,3,3,4,3,3.7
51fcd256-ec41-45b7-b3d6-4ed9cdc2bc2f,c04e00f3-078c-411b-9d37-97a38bafb71d,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,01cd646b-142d-4494-a47a-fa6dee4161f5,5,3,3,4,4.13
89ed82bb-60e9-47ba-973c-5c7ac9a8bf74,e622d4da-ea36-4be4-8296-514ea4397e02,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,00b61a80-507b-4636-a69f-7072024eaef8,4,4,3,4,4.18
0bc685ea-3417-44f7-b6bc-ee2b6edfa678,ea586286-fa9d-44c5-8aa7-9c08f7c91fbc,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,8526db93-6eee-466d-8e9e-052a815b76ea,4,3,3,5,4.11
d89b1831-f7a3-4821-8a2d-8e16ac0cd843,9b74c011-8e4e-4fee-97e1-5857f1e9b722,1dc1a249-188e-4885-b59c-1d4d4322cbe2,92a2e8a4-d134-4c19-bc9d-871d5f8d2d35,4,3,4,3,3.78
9caf6712-af25-44cb-ab79-9556550dad21,c1e693f6-e9dd-41c5-b387-8aa0afaffbc7,1dc1a249-188e-4885-b59c-1d4d4322cbe2,bab0783f-f1ba-401e-bf6f-2ed67bf4ab0b,3,5,4,4,4.14
6b7090b7-fd45-4f2a-9fe8-55c359b8b6f2,c501818c-ad12-4ad7-a198-ba6ad364c56b,1dc1a249-188e-4885-b59c-1d4d4322cbe2,9b16bce1-839e-41a7-b13d-58f23e9e3f47,4,2,5,3,3.19
03e75635-b798-4140-8752-608d57d2d48c,cc8551d1-2234-4651-b6e6-8ebb85915115,c46dc58f-4644-407a-9f15-0c938be366ad,befc5408-562e-4154-97af-0ebdd7ed66a1,5,4,5,3,4.16
7e11d8d4-98c2-4a16-91ee-654ac8ede48a,1d78fdd8-7ae3-4786-b032-fb337fb47695,c46dc58f-4644-407a-9f15-0c938be366ad,9c27f58d-099e-47c3-9fc1-b17eba2628da,4,3,3,3,4.06
1fa6bc3f-20b8-4db1-b470-3a110645fa81,b79daeaf-c3de-4076-90c4-908071f7ac31,c46dc58f-4644-407a-9f15-0c938be366ad,9189876b-0325-461f-aa8c-3374485151cf,5,5,3,2,4.0
3248b0d6-32f0-4801-9366-bb1bfa5ea3cd,a1c313cb-4e99-4f7a-ae28-77094b68d742,c46dc58f-4644-407a-9f15-0c938be366ad,046de70f-b12d-4a30-815e-64f34a985cf3,4,2,4,3,2.99
ea48f27d-39a9-47f6-b746-c3b7eb1398ee,a341f788-2f53-46f0-9995-f63b832a913a,c46dc58f-4644-407a-9f15-0c938be366ad,7eed0f3c-f392-4491-bb2e-e66b107fd34e,5,1,4,4,2.95
82550a1b-21b7-4fef-9d84-54220cff46c7,3699c0cc-cdb7-4f6c-88b2-72476e369636,02f25658-7858-48b7-be1e-ab00082d03a4,6e98a464-3956-4715-996d-5a459828b532,4,3,5,3,4.39
62f775c3-7dfb-4da7-a869-1ce3f30ac0b9,876a0c66-4362-455f-8e77-70aaec18fdf5,02f25658-7858-48b7-be1e-ab00082d03a4,9b16bce1-839e-41a7-b13d-58f23e9e3f47,4,3,5,5,3.85
35c0e4c5-2b24-4f82-bcc5-5956769988bb,7cbf5f87-8918-4c0f-a504-1586e6b3c3cf,02f25658-7858-48b7-be1e-ab00082d03a4,b7c9d289-1244-4328-8029-5c9a09b88196,5,5,4,2,4.3
218fff9b-8112-4c9a-9cf7-b4ea2bc8a8b1,d977104c-2c38-44fc-9b0b-e4c1737dc114,02f25658-7858-48b7-be1e-ab00082d03a4,2cfe2be0-5d2a-47ba-9c54-b50ec28e7949,3,4,3,5,3.92
8e7b80e5-f64d-47d8-a82b-a1518b867339,2d6ea7af-905a-4613-9cb8-ab9633d19ff8,02f25658-7858-48b7-be1e-ab00082d03a4,f9fef66c-c06e-429d-93f3-157660984f72,5,3,5,4,4.92
0646ac19-02ce-4dcc-a223-b8d051f16269,faa96f58-f7c6-4ea8-ae50-0abf628d6855,f738b392-413c-429b-9fab-6eceffb8f947,ee2e4f91-7dca-476f-a33d-3cd55b6c29a4,4,2,5,3,3.61
84c91e61-63f2-454d-a6ee-7439f2c3d546,23390fb1-4740-4e8d-844e-2d922a157b2e,f738b392-413c-429b-9fab-6eceffb8f947,eafd1606-bb0c-44b9-9d98-e08d213b10e4,3,4,5,4,3.56
b5bfc33e-a71a-4636-9797-594602529d72,0210b134-bf1f-4276-8363-9a93bd3c418a,f738b392-413c-429b-9fab-6eceffb8f947,ba249ab4-2a16-485f-b72b-02a95cc00040,3,3,5,2,4.36
1ed958a0-61ae-4dbb-b3f8-c441a6240e79,397c3816-8a43-4e90-8177-a0c85d6e22c0,f738b392-413c-429b-9fab-6eceffb8f947,dd667acc-1d35-4b7b-a695-df60e1e37409,5,4,3,4,4.18
44b67920-1894-489f-98c4-a228733d0e3d,9e850b07-87b5-4e83-8666-5d9633751037,f738b392-413c-429b-9fab-6eceffb8f947,b2af5334-544a-4da5-9ecc-87ee1ba7156b,5,4,3,3,3.75
6a147dc6-19c1-48bd-bc7a-80db6a149a11,8ad31cab-417f-4ec2-b5b3-63f915ebae1f,f738b392-413c-429b-9fab-6eceffb8f947,69af508f-0bd9-48f8-8339-bd9e89c11ef7,4,3,4,2,3.01
7bb3dbeb-e050-4d73-8611-e0e6c4e9cfc6,b46baac9-0781-4ecd-bd33-baffa6168500,f738b392-413c-429b-9fab-6eceffb8f947,1ac35812-bd37-44d1-baeb-56f5f65ef98f,3,2,4,2,3.08
29de796a-c21c-4a1f-9d0d-68982fb1b78f,cecd0cd9-1123-442a-a7eb-c64fa68060d3,03aeec2f-b14e-4395-88de-69f7b5a57777,9a36c538-4f36-4a1d-96a0-c646192ba745,3,4,3,3,3.79
4da839c1-7ff4-4b87-a95e-3e63d9d988ac,413d4907-8b28-4c69-8d47-710287d7c903,03aeec2f-b14e-4395-88de-69f7b5a57777,c571b8d1-7bdd-46c7-88e1-14453915bc99,5,5,5,5,4.35
f7af0cf8-31f5-4eca-8e4e-8655a02ed4a2,a83c314c-fd34-4f09-b806-fe7b64f4307f,03aeec2f-b14e-4395-88de-69f7b5a57777,0e1e20f7-46e3-4d71-9ef3-55be49d030ba,5,3,3,5,4.23
e3120f9f-cce0-493e-8790-030875ea6cce,1ca2514c-5e50-4b53-a31d-392457fe7dbc,03aeec2f-b14e-4395-88de-69f7b5a57777,9692e062-44fb-47df-affc-0d9c14541151,3,2,3,2,3.89
654f8bac-5e28-49a9-9898-90c7a429035d,c048f19f-50d5-48b6-96cb-63128909d2af,03aeec2f-b14e-4395-88de-69f7b5a57777,827b2960-f199-4992-b40e-d7c77b03500f,4,3,4,5,3.98
24b2fa90-b95a-43c2-969a-fbb558b8aece,9dba00ad-6473-4b23-9b07-29b204f7fa55,26fba15b-48fd-48ec-a7e2-17deeaa210d9,4877cf9a-8fb5-412c-85e6-79cfdee7cebf,4,4,5,5,4.07
45228e83-8493-4629-96cc-bb4046f1922d,511d57ac-b4b7-483c-95f2-38fc57f5e6e5,26fba15b-48fd-48ec-a7e2-17deeaa210d9,d67daa87-1e68-4b34-b8af-9c596393ba7d,5,2,4,4,3.79
de538989-4aa8-4bfe-b8c9-06fffae3869c,068790cc-588e-478f-a288-6d7bd863ff07,26fba15b-48fd-48ec-a7e2-17deeaa210d9,016b144d-e0c4-4e33-9028-bf24e0a38939,4,4,4,5,3.52
02c08788-65a1-4135-b97f-7c9e9cafb689,73d34a43-f9b8-4728-a93b-80379c3f6a8d,26fba15b-48fd-48ec-a7e2-17deeaa210d9,a7ef6fa6-7b74-456c-8c61-4533a10235b8,4,2,4,5,3.38
503f52d1-d27a-4751-883e-a68f43275866,25f56768-162c-4e9e-b9cf-ea8f02f397ef,eeb8a176-58ba-46d0-b902-907290f8bd14,d2a2fa17-f4f9-4158-b6e2-d047bd4684a2,4,4,4,5,3.82
fb2567f1-3ce3-4c4f-8b77-da05e8d16e50,a722bd2f-db86-42cf-927a-8f3cbb507088,ac9cafbc-fa88-4e91-96f0-afec3670207a,884cb898-3f8a-4e21-814c-5140c498b164,3,3,5,4,4.31
b7af7b82-c5fb-4c79-b798-fb5330d39829,18bd509d-cba5-411c-be0f-00be20fbfa00,ac9cafbc-fa88-4e91-96f0-afec3670207a,e10e9472-c359-4264-b999-4c6e4add93dc,3,5,5,3,4.01
f0e96ebe-57a7-4b4d-aa25-249aca48381b,c503e811-75ef-4bf7-86d9-3385256f47ab,ac9cafbc-fa88-4e91-96f0-afec3670207a,a48c70aa-99d2-4665-99ce-cab3bbfd79be,4,3,5,5,3.39
e5973a63-7468-40f8-99ae-d045ce7efdae,b523b5b4-d038-4f9b-b8d2-3992bac305a9,ac9cafbc-fa88-4e91-96f0-afec3670207a,d1ae4f3c-9966-48f5-bdda-6fe4aa04fdb6,5,3,3,4,4.42
567f3350-f9d0-402d-9d97-a8ee9423774b,6db26521-33f2-4c48-8450-91388d0ac660,ac9cafbc-fa88-4e91-96f0-afec3670207a,b0e6b519-90eb-4bc3-8d5c-934d18a15189,3,2,5,4,3.41
a8366238-b5a7-459e-9656-4321267ed142,cfa1c599-a61f-4956-bcb3-715d20389c70,f48d777f-d627-47cb-8aec-6e402c52338b,827b2960-f199-4992-b40e-d7c77b03500f,5,3,3,4,4.03
3ec140df-9891-4f11-824c-ec7010a52888,4fb9163b-67a1-465c-9cc0-7517e431ee22,f48d777f-d627-47cb-8aec-6e402c52338b,b1507287-1213-4f2a-b433-f00c49cd3d1c,3,4,3,4,4.14
bcf1cdef-b63b-43b0-8f90-b827d3c339ec,bcf704ee-ac35-463b-8a67-2da062b5fc68,f48d777f-d627-47cb-8aec-6e402c52338b,cb69df38-87e6-4bf4-bcf7-e46c0b91d898,5,4,3,4,3.8
b21e75b1-fb74-4ed0-badd-049b593d2020,7d66bbe3-97ab-408a-a217-1711ef759832,f48d777f-d627-47cb-8aec-6e402c52338b,1bb94398-22aa-4f79-8794-48fd89600861,4,3,3,2,3.28
28e69db5-ea76-48bd-9e26-5ca2161f33da,69fcfd13-c1a3-4063-8c01-0a98f42e5858,f48d777f-d627-47cb-8aec-6e402c52338b,e7906ea7-c951-42d9-9fcb-335538ee18b4,4,2,4,4,3.01
afc46992-f1b2-44b9-8213-b016d50d5aed,4073bd19-4dc4-407c-b0d7-18e7e3118b84,c1857858-3fc7-4176-afd6-75ce807fc062,44873e67-c80f-4755-a82f-698920d23bcf,3,4,4,2,3.65
71ee7ef2-e1aa-4933-8a84-2d2e406d7518,e3c29cac-26f5-48c5-94ee-ee97864e464a,c1857858-3fc7-4176-afd6-75ce807fc062,ee2e4f91-7dca-476f-a33d-3cd55b6c29a4,4,4,5,3,4.0
088f7768-5d8b-47df-bb1e-c6d1b28e380e,bc374ba3-775a-4401-8828-d013cd24d9bc,c1857858-3fc7-4176-afd6-75ce807fc062,8ba2b41c-d283-4395-9919-a14e2e7ba9bf,3,2,5,3,3.5
2ae9d93c-d212-492c-bdcd-6b07f5d92cbd,b3d39c34-d481-4170-8cf8-a0ca834ab9ce,c1857858-3fc7-4176-afd6-75ce807fc062,bc8e3326-8c94-40a2-9a37-17ba927a2a11,4,3,5,3,3.56
8914ea3c-ddf8-404d-af9c-c07c79e312cb,e0b69f3f-12c1-427c-b316-c6e1911fb712,c1857858-3fc7-4176-afd6-75ce807fc062,daa14e05-008c-4921-ae1f-99f8482fe141,5,3,4,2,3.77
fee041b0-dca7-4f5b-9527-e277109a68c9,b0fe929a-77fa-4c3c-8657-80144426205d,c1857858-3fc7-4176-afd6-75ce807fc062,d67daa87-1e68-4b34-b8af-9c596393ba7d,5,2,3,3,3.97
88e1a023-6671-46e1-a096-5b9f6703b0a5,8b326ac0-94bb-4d00-bd22-767a7e24717d,d66b14c2-81a0-4be4-9e05-ac96693ead1e,4685cec5-6e3f-446f-9ea4-0f8221a90fb5,4,3,3,3,3.73
629ea15e-d949-4fde-98d3-af5f33037824,58ee4818-61c0-42c6-a6c5-bcae27969724,d66b14c2-81a0-4be4-9e05-ac96693ead1e,68e40bbc-de8e-4ead-9a8e-fc83a8008ebe,4,2,5,4,3.97
63e9251a-0b50-4cb1-8107-2266002df48d,483ffc86-6f4f-42cf-93cc-6c92f670a187,d66b14c2-81a0-4be4-9e05-ac96693ead1e,01cd646b-142d-4494-a47a-fa6dee4161f5,5,3,5,4,4.09
6bdc1e8f-8ffc-4873-9a1c-4d5b1d81cbbb,268c0fe2-9573-4d30-adba-265bc6d46b4f,d66b14c2-81a0-4be4-9e05-ac96693ead1e,c3bf409d-1ed1-4c59-9aae-4248918bb07b,5,2,5,2,3.76
10f054d6-2a2a-44de-83f5-7798ad17a501,cd055850-4074-43af-9e76-4a00f074542c,d66b14c2-81a0-4be4-9e05-ac96693ead1e,cc69d3c2-f38b-47a6-bce7-df9d084b05ea,5,1,5,2,2.81
664232a3-0249-4bac-ab99-473acfd7d7aa,66db5459-0c11-4036-a9d2-d248016c9918,d66b14c2-81a0-4be4-9e05-ac96693ead1e,eba225ef-b696-4c16-8df2-8a740ca463d8,5,3,3,4,3.49
27e14677-d419-4d63-9505-e35d2b103e7d,10797892-3ef5-4afb-9c95-7e388ecedb4e,d66b14c2-81a0-4be4-9e05-ac96693ead1e,a32e9d43-1a56-47b8-9785-a5e54e97449f,5,4,4,4,3.15
fcb9a242-dadd-492d-b3fb-dda86eb356fc,af305bfe-b4b4-4615-a454-0759a8705a38,b883c65e-2bc3-4606-aea6-aff42d09f0fa,3ce3f5fa-219e-44e8-befc-ade5befb04af,5,4,3,4,4.2
cb29b6e1-33d8-473f-b5db-66c3c3f7f739,8751a4e2-2c7a-4f74-8718-5997a3e4695b,b883c65e-2bc3-4606-aea6-aff42d09f0fa,bbb94bde-c4c6-4bd8-8839-4e3e8600c4cf,5,4,3,5,3.74
b54f78ae-c53d-4aa5-a4d6-e0607c67f4c3,7537c1a8-a240-40f8-a10f-4965aa1909bd,b883c65e-2bc3-4606-aea6-aff42d09f0fa,fd55d99e-5984-4514-8245-03c38032bdb5,4,2,5,4,2.91
3db49859-6a49-4f19-a12e-678e0f1fff4c,fff35fc3-3657-45dc-8c24-3980ca311cbc,241a601e-ebc5-4083-83a4-e9a86d487d63,a14ef145-9d9e-4eac-8a90-c6daa18649f2,3,5,5,2,4.77
7167fab4-dbd8-461e-bf31-88bed52ad2d1,2eacd586-9154-438b-bbb8-df9c8ed4b317,241a601e-ebc5-4083-83a4-e9a86d487d63,699df42f-be28-4e64-89a3-3dfaca83a061,3,2,4,5,3.04
48aa8fad-8bde-4f2a-9144-1c1262b1ac5c,a187029e-0f7a-493a-901a-efd15770ad6b,241a601e-ebc5-4083-83a4-e9a86d487d63,25dc413f-d297-434a-848e-16a7e6663c5a,4,5,5,2,4.26
f3c7f5fb-3dd2-4bf3-a78a-9c496f37a745,7c1911ea-a264-4c23-844a-7eae023cd171,241a601e-ebc5-4083-83a4-e9a86d487d63,6e98a464-3956-4715-996d-5a459828b532,5,2,4,2,3.74
108e2356-80cb-407a-9224-9755cf016c4d,a65c3135-80da-4bbe-94bf-8ab17ce30e15,241a601e-ebc5-4083-83a4-e9a86d487d63,12adda37-2abf-4625-8903-d2efe01b8fca,5,1,5,4,2.9
bd7540a5-ce18-46b0-887b-0299646894ee,bf0eb5b9-ca57-4803-a7f6-33857695a077,1e07d283-6d56-46ac-babc-7922c1434da2,628ea516-c208-4d47-b5e3-1f58a97d86a0,5,3,5,4,3.68
e3b84602-a863-473c-83ec-0ec14673f201,ccb5592e-a1f6-42fd-9a23-48694f2646d6,1e07d283-6d56-46ac-babc-7922c1434da2,1d4ade34-5bb4-4ab0-91b5-dc4b46a15550,5,4,3,4,4.47
10472e49-03e5-41fe-91a8-e9b64a84b324,74e753e6-8ee4-4b72-9481-71cf02695493,1e07d283-6d56-46ac-babc-7922c1434da2,3d1a84f0-7d06-4aaa-ac26-5d3cdaa5c89c,3,3,4,3,3.91
15cd9d75-f7be-4952-924d-947368e2d5d3,2b55aeaa-cf39-454b-aafd-a309edfeea70,1e07d283-6d56-46ac-babc-7922c1434da2,76aaa77a-0eae-4170-ab6a-4cf99db6877c,4,2,5,3,2.86
4fe3a017-f7ca-4bb1-86b9-01a94efd54e5,cf08bb82-5ba1-4a22-97a6-e0b0c716226b,1e07d283-6d56-46ac-babc-7922c1434da2,b28ac1b9-75e4-476a-855d-3dfc0d403928,4,5,3,2,4.34
4ad00fec-46a0-4526-bb6a-cebbfdea2a29,0c961d0b-bdae-4a4d-9490-022473e2bf81,1e07d283-6d56-46ac-babc-7922c1434da2,7ed5bd02-7edf-44b1-a030-578e2ed86a95,5,3,4,5,3.21
5e376c3a-89de-4489-bec0-fc9a382d9675,4fc32648-8eaa-4030-97ee-4360eaac2ae2,63f3ade4-8a6c-46db-92b2-4a36c5491824,b422aa20-6ad6-495d-84ea-6319d4a97539,4,4,3,3,4.52
7185fcf9-466c-428d-97cb-8513db93d1a7,5658f8f4-c3e4-4a74-b0ab-5df459f3b3f3,63f3ade4-8a6c-46db-92b2-4a36c5491824,a5b09069-4037-4bb7-bc4c-d27c5ca2b8ca,5,5,3,3,4.61
4cccced4-c45a-4665-b0d0-5aec11ba7c8f,cba92488-70ce-456a-8700-9b669005b106,63f3ade4-8a6c-46db-92b2-4a36c5491824,347da82d-665c-428d-b2d6-07d763d5d0ec,3,4,3,3,4.56
40cd60f5-975d-4d42-824e-06800c97bfeb,5961fae9-bfda-47c8-b20b-24be98e9a64f,63f3ade4-8a6c-46db-92b2-4a36c5491824,6e98a464-3956-4715-996d-5a459828b532,4,2,5,5,3.55
6d2428f9-40aa-460d-aa28-6d2fbd660dc4,58b64d2f-7323-45db-9db2-a25e50123f19,63f3ade4-8a6c-46db-92b2-4a36c5491824,1ec83937-0601-4f48-984d-4e815a2a8f18,3,4,5,2,3.05
60783705-72f4-4889-b8a3-108502d797e6,97a4a105-7f89-4de4-a6cc-0fbe99fee3a0,63f3ade4-8a6c-46db-92b2-4a36c5491824,20ce76bd-37d7-4d2c-9f27-cd4917d3f92c,3,3,3,5,3.43
b8f6251f-3f28-4b90-aa48-3373e20c1f50,395b7fec-e3bc-4aa2-96c3-c0b3bf96cc08,4a9c305f-fd39-42b7-a691-c87dfb574a07,975399f9-6178-4ce7-ac0e-f9bcacba0b88,3,5,5,4,4.14
ab530ee2-5cc5-4392-8763-ddabf5b78567,b21f9e40-194a-4eb0-8af7-3874d9c96db4,4a9c305f-fd39-42b7-a691-c87dfb574a07,9f62b2fc-12bd-495c-be56-6101db9c899b,3,3,5,2,3.6
9cc57b14-2aa8-4b70-a723-d20b715195f5,e6721679-74c6-4d60-8911-f44753632513,4a9c305f-fd39-42b7-a691-c87dfb574a07,e6159f16-f197-424d-b5d1-804090e8f6c2,3,4,5,2,4.2
f1b83973-3e77-455c-94b2-e625c91d8a13,b19f2c95-ac57-48d7-8da2-7ba14c53ff74,4a9c305f-fd39-42b7-a691-c87dfb574a07,3cb042e5-73f2-4fc8-8648-d0bc212516f4,4,4,4,5,3.72
16731882-fa6f-42a1-8623-0d6bf5b0a7d7,ae3f4c0e-341f-497f-adfe-132264e0a7cf,1bb1fbbf-2502-4438-8886-ace3d388ff24,2905c20c-f594-4fc7-90de-b96983bfe229,4,4,5,4,3.85
2cd8d8f7-1b88-401d-8f1f-b048c8920559,04dfdde3-d480-416e-98cb-a019158520e3,1bb1fbbf-2502-4438-8886-ace3d388ff24,82009ff7-342e-4a94-a5ba-d2f66ff088d0,3,2,3,2,2.91
14cad7e8-8e5e-4dc0-9657-97b57e81f096,341dc5b9-6fdd-4784-851d-232e5e4e2de8,0a879fc1-96a4-4a9a-925e-ead1443843ab,82009ff7-342e-4a94-a5ba-d2f66ff088d0,4,4,4,3,4.91
df40ca6d-4e98-4ac2-b632-1461c0c3f38b,3ec91774-1c45-461e-b480-b61d98487498,0a879fc1-96a4-4a9a-925e-ead1443843ab,9b2d4c71-3754-4b6e-a4d2-01e8a8c5b578,5,2,4,2,3.03
7ae7d0f4-d5be-49dd-a645-db4fd392070a,d3f857b1-867d-4b14-a6a2-a00550a0d988,b7027283-fd03-4be3-9dfb-b22c6007c48b,aa80ca15-f237-498c-b68e-8ba77ab8fc86,4,5,4,5,4.55
d72fa4c9-8a0f-4d3f-9dfc-0302830b1df0,9bc0674e-9b21-4514-9ee2-637f329f0fb1,b7027283-fd03-4be3-9dfb-b22c6007c48b,5509e0ae-f5aa-4211-987d-73b14f514b24,4,4,5,2,3.63
de9b8a61-188a-41e8-9c43-a47048397542,3d73e3d2-fc32-4c79-99b2-b741bf1a74b2,b7027283-fd03-4be3-9dfb-b22c6007c48b,5863f588-5a7f-41b2-87c9-5560a1aa5c37,3,4,4,5,4.3
9516ff08-6d29-4a97-bc94-cc2a2e0a6fdf,1a208198-b7c6-4d7c-8c87-44279c5da18d,b7027283-fd03-4be3-9dfb-b22c6007c48b,cf690255-e50b-4124-a75d-4f5b824c5df2,5,5,3,3,4.1
17ec229f-aaeb-4756-a350-3a61512f550d,fba1f545-627e-4d19-92e7-27ce24866de5,b7027283-fd03-4be3-9dfb-b22c6007c48b,fd1f2712-4120-4de7-8124-74a57b5dcc86,5,1,4,5,2.9
f2b6c3cd-aa73-48d9-b9b0-81f5f03c7285,b845c440-f739-4eac-a8cb-18f7ce93339a,6f8a959c-c6e6-4815-8cb0-b54e77499a22,353aa968-1c4b-4d71-a011-3734cdb998a9,5,3,4,2,3.94
02f9cedf-13bd-4897-aa2c-79486926cc0e,7043eb59-209c-4ecd-85e8-b6b2cc45928e,6f8a959c-c6e6-4815-8cb0-b54e77499a22,0f308d83-87dd-43a9-96e1-a5d56ea59cd1,4,4,3,2,4.81
efa9e136-0d2d-450e-b109-d8956ef029d0,ec67270e-9b25-4a67-8ec3-1c490f52bb56,6f8a959c-c6e6-4815-8cb0-b54e77499a22,9ce84eb4-67b1-4f1c-bf32-7d492a6d606b,3,3,4,2,4.28
16c704da-8e56-4aea-bc94-2d681e7c4fde,8d7a3f4c-89c7-432b-9100-9356005a26fc,cd79eb46-85f8-43eb-84aa-5f4ac6842af0,b44f658d-75f1-4215-8d0d-f12e6f07ca74,4,3,3,3,3.69
444b3129-37a3-433b-8adf-5dcaa6b38289,aee4ebdf-db95-4ced-a04b-5dc1e77c9665,cd79eb46-85f8-43eb-84aa-5f4ac6842af0,f9fef66c-c06e-429d-93f3-157660984f72,4,4,3,2,3.19
ff79b91f-cc9b-4d4d-9da7-436e8a270d42,a09011f9-58f5-4f83-ad44-2d6af825cb56,4e70bd07-7ddb-4fbd-b8a4-d35c39e45db9,699df42f-be28-4e64-89a3-3dfaca83a061,4,5,5,4,4.3
