freelancer_speciality_id,freelancer_id,speciality_id,speciality_name,is_primary
1b920420-46d3-4aa5-8365-19a9e1f3f03e,2e9239fa-5512-4684-99e8-c2a935400d98,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,1
f88145f7-86d0-432c-b712-8c3f6cf7361d,7bb0a060-dc92-4322-a0d2-12245463e121,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,1
91e5d845-2c35-4102-b646-26e8d53ce0bc,7bb0a060-dc92-4322-a0d2-12245463e121,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,0
7714f3f9-8eb8-42de-b443-9511035b304b,db35843b-5205-416b-bf60-5b96f4af4e26,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,1
0c2c1718-c61a-4939-bc7f-8fa88d2dbdb6,39c31b33-bef0-41c9-aac1-0370fd095335,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,1
7869fc99-0796-476d-86d1-4a63fd0b80ea,39c31b33-bef0-41c9-aac1-0370fd095335,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,0
9c6be864-470c-4d8c-8198-46f7db196657,9d744901-1ec8-4f64-a7c3-32deac059c83,d46a37ae-ebcd-4e74-8186-448ebad29b53,Web Development,1
f4044eba-0c72-4854-949d-b13924d28a24,9d744901-1ec8-4f64-a7c3-32deac059c83,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,0
225a61fd-53b2-4c1b-8bc4-950135d62611,5e15d00e-a62d-404a-8eac-abe7889f188f,12f210a7-a3a1-4175-96ae-0e954214d4bd,App Development,1
6d2c54a7-2428-4cc4-b1a2-4e65ef03e986,5e15d00e-a62d-404a-8eac-abe7889f188f,5dbc4125-81fe-40ee-a640-f662cd49c892,Mobile Development,0
d5371991-c7a8-446d-b2f9-8efe12d93410,6208b918-630d-4561-91ff-5b50a700140c,5dbc4125-81fe-40ee-a640-f662cd49c892,Mobile Development,1
432bbc33-3bea-4755-82ef-0a0be591a201,6208b918-630d-4561-91ff-5b50a700140c,12f210a7-a3a1-4175-96ae-0e954214d4bd,App Development,0
d7a2b40f-613a-4561-96ae-9cb3faf178a9,fcba903b-fa0f-4859-8696-ab1bbf64429f,b6fdedb2-5778-442e-bc2f-10062e910d61,DevOps,1
081551f5-bf6e-43cf-a244-060807181e44,6418ee2c-ec99-44c6-b790-2dd19588027c,12f210a7-a3a1-4175-96ae-0e954214d4bd,App Development,1
fc627a32-d225-4655-a756-4cc72f3fb822,830a080d-3583-49d4-81bc-173e18446574,12f210a7-a3a1-4175-96ae-0e954214d4bd,App Development,1
f1aef34e-57bd-4c2b-9e98-58051f77206b,830a080d-3583-49d4-81bc-173e18446574,5dbc4125-81fe-40ee-a640-f662cd49c892,Mobile Development,0
d1f9c336-e05a-4344-b352-07e36443f2a6,ba9e1d73-22ff-4da8-bea3-1a33d10217fa,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
f7c67642-ab00-4483-8f16-a9a4bdac68d9,ba9e1d73-22ff-4da8-bea3-1a33d10217fa,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,0
c1574fea-04ea-4a78-b543-4d861bba694f,ba9e1d73-22ff-4da8-bea3-1a33d10217fa,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,0
ac9dac41-9b1a-41f5-859d-25b920698e7c,d8a7bd56-c08e-4542-b08a-5e45de4f589d,b6fdedb2-5778-442e-bc2f-10062e910d61,DevOps,1
4c68aa04-1b48-4077-a2d2-d910d1dd69ef,d8a7bd56-c08e-4542-b08a-5e45de4f589d,820e2261-7bf5-4ffb-a72c-338945f1581d,Site Reliability,0
0a1647d3-4f03-45f4-968c-747de2b99f48,d8a7bd56-c08e-4542-b08a-5e45de4f589d,d9dedbb9-4171-415f-bb36-29ac6ca39f7e,Cloud Infrastructure,0
391a8315-0f08-4be5-9612-8c24428c9904,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,820e2261-7bf5-4ffb-a72c-338945f1581d,Site Reliability,1
9d40e852-b57c-4d29-844a-fb74874931e0,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,d9dedbb9-4171-415f-bb36-29ac6ca39f7e,Cloud Infrastructure,0
fde0501b-e823-473d-9b75-0eba34bb10e2,b40c1d4b-d9bf-4a28-805e-2f5633e217e7,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,1
0b39694d-3723-4752-a018-f85ee8bf3518,b40c1d4b-d9bf-4a28-805e-2f5633e217e7,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,0
b2195fa2-5cbf-4e3a-add6-78ea3cb80547,b40c1d4b-d9bf-4a28-805e-2f5633e217e7,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,0
6e0c5f89-46eb-4719-960d-1b88d4e00161,e8ccccba-be0a-4bf2-8ef6-5f67fbeaada4,d46a37ae-ebcd-4e74-8186-448ebad29b53,Web Development,1
b4787516-7188-4375-b60d-54db73907345,e8ccccba-be0a-4bf2-8ef6-5f67fbeaada4,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,0
d96dd343-839f-4f8b-8b4d-6d2d606c862f,17c71ec1-a6c3-44ba-a120-dec8af379227,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
b7fb47db-326d-4423-9e5f-961e790e3cc9,17c71ec1-a6c3-44ba-a120-dec8af379227,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,0
13498c31-3491-48fd-86ea-8c24938bf671,17c71ec1-a6c3-44ba-a120-dec8af379227,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,0
009ebb2a-eaec-44a4-982c-d945f1dc796f,0a9f04f1-21b3-4282-aa44-6c1114aef468,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,1
0f6313f6-cbe1-4a20-b350-8cde02f2726e,edda2d1e-f234-4c8c-bffc-e4f6109da7d2,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
37beb645-11ce-4503-9815-928d0a1fff57,edda2d1e-f234-4c8c-bffc-e4f6109da7d2,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,0
f2b61649-8c55-487c-83f1-6cf009de749c,a08d8c36-f421-4ae1-b8cb-fa9584891ae8,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,1
df44f55a-2a46-4b7d-84a8-5ed764a7fc00,a08d8c36-f421-4ae1-b8cb-fa9584891ae8,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,0
a6dfe7fe-8c52-4c71-a3a7-40deacde97e9,22c32e39-b4c5-4254-8cee-93578839bcca,ae929648-9efc-4656-bb3e-289b8c270bb0,UI Development,1
00a8e00c-8330-4804-bf6a-e7663f4f43eb,25d167fd-2a95-4607-ad81-39bc5e0b5b60,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,1
92777448-b7e7-4d97-b175-fe0184416509,25d167fd-2a95-4607-ad81-39bc5e0b5b60,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,0
aa41410f-ccf8-4b07-9616-703e892612bd,25d167fd-2a95-4607-ad81-39bc5e0b5b60,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,0
f4c88420-8ee4-4eb3-8981-ae12506cdeb6,08cb8fef-0198-4659-8f7c-038fba0578b8,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,1
a6e26414-d29e-4a3a-a86f-a00a1684f2a0,08cb8fef-0198-4659-8f7c-038fba0578b8,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,0
2ce382d9-4f93-470b-a936-991630d5a5c6,08cb8fef-0198-4659-8f7c-038fba0578b8,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,0
35fb58d2-04b8-47f1-a4bc-c457b47f8a73,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
d3475357-b019-4862-8a8f-7941bab26fbf,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,0
db315a4e-9fee-4d81-8d99-c11c4cea5a09,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,0
377f9c17-cf43-43bc-9eb4-281f630c6da1,faea9d6b-a40f-4d0f-a4d2-bdd210cc5c06,2379d37e-93f5-4cee-bf04-b1d766156a4c,Smart Contract Development,1
90173f20-dd9c-406a-9c1e-d2d09b34a17f,faea9d6b-a40f-4d0f-a4d2-bdd210cc5c06,7a874431-d0bd-4ff2-9e53-c45165f0c0a6,Blockchain Development,0
3275a0e5-45c6-4860-a252-f028eb43fdf6,da391e45-c117-422d-a279-6543183f4770,2379d37e-93f5-4cee-bf04-b1d766156a4c,Smart Contract Development,1
73aba7af-899c-4814-948d-0c09b4257804,da391e45-c117-422d-a279-6543183f4770,023acd9a-afda-42ee-9437-06cfb6686882,Web3,0
2f675c43-8208-4f40-b653-a40a540cb4eb,1e7bf2bc-0da5-4a37-a1a1-d0cf278e473b,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,1
0a5a8cb8-946b-489e-942d-85fadb7d75d3,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,7a874431-d0bd-4ff2-9e53-c45165f0c0a6,Blockchain Development,1
f20039b1-b72c-47a2-8bc6-a9f64179183a,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,023acd9a-afda-42ee-9437-06cfb6686882,Web3,0
01b762f6-aef7-445a-a440-ae028cad5e4d,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,2379d37e-93f5-4cee-bf04-b1d766156a4c,Smart Contract Development,0
7f9a5d0d-746a-422b-a853-7a66cb7a10bb,321b88fe-c1b6-4017-b041-37ed842427ed,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,1
dc805da6-0c98-4a4e-9959-ebfd6bb0b6e1,ddb8edea-9a3b-4dc2-b2d0-2dd579572127,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,1
c88a3aed-ea8d-4430-b1d5-20e1df486e9a,12672039-fa84-4248-b7f1-cc1fa1ef6db5,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,1
fd93b080-4a2f-4690-b76b-8bab5510e699,52c4ab91-1eac-4995-b9bb-531a9dbedbf7,b6fdedb2-5778-442e-bc2f-10062e910d61,DevOps,1
9f026d23-0fd1-41da-85ee-cb13b0e0c8d0,52c4ab91-1eac-4995-b9bb-531a9dbedbf7,820e2261-7bf5-4ffb-a72c-338945f1581d,Site Reliability,0
be52245c-55cd-43f8-8977-ee31fbe5188a,fef3feda-0fdf-4e6b-8b22-17562b0e6077,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,1
6fabaa7c-dd4f-4da1-b855-729a430f15aa,fef3feda-0fdf-4e6b-8b22-17562b0e6077,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,0
a74c5f7a-5b27-43dd-b438-eb3ee3775a9f,fef3feda-0fdf-4e6b-8b22-17562b0e6077,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,0
2d80b8df-a814-40ea-b83d-4aadbbea7943,391cf51c-0cb4-48dd-8b26-1288d83cfaf1,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,1
ad3fb6b3-7601-4f0a-a116-15c2550d5690,f61e2464-8a04-4310-9acd-e778ec432da8,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,1
c69c55c3-7a94-4dd2-b909-4ca9b629a3d3,957c0a05-35f0-480e-a542-911f29c7d22f,2379d37e-93f5-4cee-bf04-b1d766156a4c,Smart Contract Development,1
465f3dd1-6ab2-496a-84be-348f990d0007,957c0a05-35f0-480e-a542-911f29c7d22f,023acd9a-afda-42ee-9437-06cfb6686882,Web3,0
209dcd6b-9570-4341-9e40-07b4b8e8dca9,8e8e6fea-4d40-4b09-befc-bc318c8da082,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,1
dcd70a1b-6567-4d3e-995c-6ec73f8ac2cc,8e8e6fea-4d40-4b09-befc-bc318c8da082,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,0
da1ab16d-b364-4a5f-b86f-ff00553f7c28,66ca12a7-d96f-441b-b87c-d384eff210fe,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,1
2b33acb9-f77a-48e9-8645-c66ca60ae4be,66ca12a7-d96f-441b-b87c-d384eff210fe,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,0
1f837a9b-914e-468a-87e4-9c5873d191e2,d8703ae4-ae6d-4532-986d-2effd7a90547,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,1
5a773dff-1678-48fb-98b7-8a0ece55bc68,d8703ae4-ae6d-4532-986d-2effd7a90547,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,0
c3c8bfb6-0294-4e59-93df-c7b9fd8de964,d8703ae4-ae6d-4532-986d-2effd7a90547,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,0
c5027e40-c985-4fe1-9e3b-2edef6f4c454,3c684fdf-63e2-4466-bcaa-d701a605790d,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,1
bb40d014-13d9-4b1d-9a75-b76be2d33d55,3c684fdf-63e2-4466-bcaa-d701a605790d,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,0
9897c58b-372b-4487-b989-6bc694395f33,3c684fdf-63e2-4466-bcaa-d701a605790d,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,0
d17015a7-3391-4064-9c1c-c33f2fa3e041,478d0575-26c7-4887-8e73-4465162dd069,d9dedbb9-4171-415f-bb36-29ac6ca39f7e,Cloud Infrastructure,1
2331378b-bee9-4e4c-ac5a-7bc2e39d875f,478d0575-26c7-4887-8e73-4465162dd069,b6fdedb2-5778-442e-bc2f-10062e910d61,DevOps,0
787ffedb-7ccb-4b54-9a93-678e288820d6,1ab0007c-fdbc-4707-888a-b302d58f9b6c,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
6104ebaf-1176-4a90-b05f-7e42264757fb,1ab0007c-fdbc-4707-888a-b302d58f9b6c,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,0
5360c616-b6fa-4c47-b384-6766718ee3ee,19ebadb1-b410-441c-96b5-adf5a410debe,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,1
a54bea8b-f327-4955-b042-44c622605396,19ebadb1-b410-441c-96b5-adf5a410debe,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,0
18aca782-7757-442f-9648-d0b4fff0d12b,f09f644d-79d4-4711-b087-c9059d8b6b00,820e2261-7bf5-4ffb-a72c-338945f1581d,Site Reliability,1
466addb2-b82d-46b7-b1e5-6eae3a685d1d,b430e1dd-f536-4df1-8046-41ef5a142c09,12f210a7-a3a1-4175-96ae-0e954214d4bd,App Development,1
ac76099e-9aeb-4d9c-8e48-231c99f142f5,f55f4974-7f3a-449f-8c6a-c28d1f3e7d3c,7a874431-d0bd-4ff2-9e53-c45165f0c0a6,Blockchain Development,1
a079f0ba-d81b-42d1-8080-12aae3934f6a,02be06ea-ffc7-47b3-b26b-ec4e02bd8c5d,d46a37ae-ebcd-4e74-8186-448ebad29b53,Web Development,1
c922c5d6-541f-4acf-9a4b-c98ce7dea615,02be06ea-ffc7-47b3-b26b-ec4e02bd8c5d,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,0
c61ae594-f593-4df0-8e30-47dbeb2d1858,b8bea659-b50f-4441-8f96-c965eaf92962,fff7cf7d-d140-41a0-9ed1-10c64ddcd9df,Machine Learning,1
96580081-ac03-4d3a-8a71-c69254a4b864,b8bea659-b50f-4441-8f96-c965eaf92962,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,0
c242e407-9677-4e3c-924a-e8cedde583e9,b8bea659-b50f-4441-8f96-c965eaf92962,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,0
412ef115-ce8b-47b4-a80e-e3d8c830519c,ec30f882-f978-461f-9716-508cfed948f4,d46a37ae-ebcd-4e74-8186-448ebad29b53,Web Development,1
2e5d7b36-d908-4a4d-974b-b0513a2a9756,ec30f882-f978-461f-9716-508cfed948f4,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,0
9b782f6a-dee5-4a87-9061-e51bfe7b34dd,6611a5a4-f23f-4fe5-9b1e-5c1d5503b7dd,b6fdedb2-5778-442e-bc2f-10062e910d61,DevOps,1
a27dc505-e8fe-4395-bf36-18a0c854ac71,6611a5a4-f23f-4fe5-9b1e-5c1d5503b7dd,d9dedbb9-4171-415f-bb36-29ac6ca39f7e,Cloud Infrastructure,0
e0745aa6-4485-4bd2-92dc-7237336198a1,bfc5f55e-1a0d-4d45-aac9-5b91e7f800e4,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,1
a2511991-0968-49af-af4b-fed0be9ef183,bfc5f55e-1a0d-4d45-aac9-5b91e7f800e4,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,0
13680bba-6a38-40ef-81c2-e57668003d2e,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,12f210a7-a3a1-4175-96ae-0e954214d4bd,App Development,1
b997f872-4f6a-4153-8e8f-d5d5d70d0df9,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,5dbc4125-81fe-40ee-a640-f662cd49c892,Mobile Development,0
ec5c91b5-3663-4dda-b23c-a1b36aeeb9f5,256cee47-a5d2-4016-9c44-2d8fb7497241,da1ec3ed-9334-4c82-8a40-729be17332a7,Frontend Development,1
3602dc75-53fb-4dfc-9938-d21be8ef7597,256cee47-a5d2-4016-9c44-2d8fb7497241,d5f4a6f6-e049-4d54-bbe0-b66545b9ee58,Web Design,0
5b83b462-b96a-4eb8-942e-3b2389c13e7c,cf03e79c-d942-4885-9fd7-8fd2d0522dfb,2379d37e-93f5-4cee-bf04-b1d766156a4c,Smart Contract Development,1
e328bc54-d748-41c7-b14a-7e9476c22b0e,cf03e79c-d942-4885-9fd7-8fd2d0522dfb,7a874431-d0bd-4ff2-9e53-c45165f0c0a6,Blockchain Development,0
40806680-788a-4a6c-abe0-794854a54bc3,cf03e79c-d942-4885-9fd7-8fd2d0522dfb,023acd9a-afda-42ee-9437-06cfb6686882,Web3,0
fb63b044-4587-4e88-b93d-3d06111e5aac,180fdcae-e669-484c-9234-8add7721f347,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,1
18c8c7db-0601-43ec-a620-88ccdf5780d8,c35b252f-ab44-4dcf-b7ed-6aec6aca8572,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
430fc1d4-3921-4521-9a88-2a7b40668471,f48151b2-e983-4894-93b4-252992b92347,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,1
c7dccbd3-02b9-4b14-99d1-6cefcb9c5d9a,f48151b2-e983-4894-93b4-252992b92347,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,0
345c724f-e903-42b5-9ca7-6db0ee40e8c7,bdb79088-aca3-462d-9f20-ff3c11e6cfd5,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,1
2104aa6f-0de6-48d2-8737-99a0bd7dd762,b82556a9-693f-4e25-828e-e99d843c24bf,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,1
0db46c60-f243-4bd7-bf3c-7fcf944a7ad5,b82556a9-693f-4e25-828e-e99d843c24bf,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,0
2f72a7e5-4eab-4429-89b5-8e98cf405903,b82556a9-693f-4e25-828e-e99d843c24bf,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,0
2890d24a-11db-46f0-8ad8-38bf24836111,3ac18492-14d6-46f3-b1fc-f9d62abcc864,a7eaafb5-cc87-4717-9c8b-043364f0b811,UI/UX Design,1
39be6781-76ad-4a98-a6c0-cad2d4367f17,0cf0e8d2-07ec-41bd-824e-f0214a4c4192,8d8c10b1-83d0-44e2-9815-cca20c485b66,Full-Stack Development,1
a57818e0-7c7f-42e3-8974-80c03043d31e,0cf0e8d2-07ec-41bd-824e-f0214a4c4192,d46a37ae-ebcd-4e74-8186-448ebad29b53,Web Development,0
e5ff5415-bb5e-4068-a08e-14d6eaac11bd,d33a1dc7-abc2-4b21-8833-92514883a7a9,d4006fa4-8810-4fb1-a538-4669111f7cd4,Backend Development,1
6f5f7fd1-340f-4c4f-a879-f47241c62121,d33a1dc7-abc2-4b21-8833-92514883a7a9,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,0
0c557f23-d338-42cf-aa04-6f7a10f7f7aa,9294631e-8e87-4ba0-bbc0-527d333a94ed,ce68df4b-1df0-4681-8af8-77c41525ce16,Graphic Design,1
cd228d42-5039-44d1-8903-e4ce3542f937,969972e2-fea6-4e6d-8812-74d844ba3e9c,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,1
7c17622b-be3a-4b5d-a1cc-9daf8ebc5cb4,969972e2-fea6-4e6d-8812-74d844ba3e9c,00ccd4d7-33b7-4ba7-9bd6-b1dd7202cddb,AI Engineering,0
e7e4e46d-b339-45c0-bf3d-afd337011cad,78420beb-50d3-4585-a9b8-cf16d80bb871,820e2261-7bf5-4ffb-a72c-338945f1581d,Site Reliability,1
ffdd1dd6-753f-4644-80b3-25931c54cb4e,78420beb-50d3-4585-a9b8-cf16d80bb871,b6fdedb2-5778-442e-bc2f-10062e910d61,DevOps,0
7517c5b9-a4a3-4d9c-8edb-b7b106dc77e1,81894a79-d6a5-45b2-91e1-aa7c68251609,820e2261-7bf5-4ffb-a72c-338945f1581d,Site Reliability,1
1718c2dc-02db-4f26-9f8c-8fb775ec385f,81894a79-d6a5-45b2-91e1-aa7c68251609,d9dedbb9-4171-415f-bb36-29ac6ca39f7e,Cloud Infrastructure,0
4dfe7834-b528-4fce-93e8-6c27ce18e79b,19ab9f96-ebdf-4c7f-ba7a-bbac3818f62a,2379d37e-93f5-4cee-bf04-b1d766156a4c,Smart Contract Development,1
1cfc7216-dc63-4093-aa40-bb46ce26e4b4,6683cc21-07f1-4668-918e-4e5eb7444f8f,da1ec3ed-9334-4c82-8a40-729be17332a7,Frontend Development,1
0688c57d-1d86-4d78-8458-9e67cd613238,8bd2bb37-a425-44cd-a788-bbf74108cc44,2f7783ab-006f-4f46-a444-f927ea445c53,Product Design,1
6e026aed-e3fd-4932-9af2-4ee3f46816c4,92ea13e8-908c-454e-9891-9cef6400c7ae,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,1
f52a673e-8530-41f3-a2d1-7785ce489f03,92ea13e8-908c-454e-9891-9cef6400c7ae,e86797d8-da89-4a2a-845d-90bd16108221,Database Architecture,0
24ac2a44-b3ab-41c8-83e5-186cd8fdd240,4f612997-0f11-4129-b8dd-8a2b7202b43e,5dbc4125-81fe-40ee-a640-f662cd49c892,Mobile Development,1
1b4651cf-8e8e-4308-8062-c3f2eb2f1636,6a107a0d-e417-464f-b26e-026ae2748450,08ed1a8f-b2f2-4c95-958b-4fd62c0d4f90,Data Science,1
dc059fc5-ea1d-4f8d-884d-42fcd80c7104,d2ef70b0-48f3-432b-8771-972643cf7823,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,1
a7b2afc8-1313-4e32-80cf-5ed59b390622,ee972b68-437e-4ec6-a2cf-f9310aa2ba0f,4e6fe104-63ac-434b-ac4a-60888caaf0fe,API Development,1
