job_role_id,job_post_id,role_title,role_budget,budget_currency,budget_type,display_order
f38ea6a5-ea49-4271-92ca-830b4b367669,3b3847ef-68e2-4fa3-81f2-77485be5c210,Backend Engineer,4794.76,USD,fixed,0
8637d478-dad2-497b-8a9d-ab2d90d565d4,0205872e-dab8-4cb1-a57c-147298cc3ee2,Frontend Engineer,2910.88,USD,negotiable,0
c2bc0123-9e7b-468b-962c-13b24fa7fc0c,c905e74e-371a-4e6d-8920-5b9a77eabaf1,Frontend Engineer,586.18,USD,negotiable,0
4388c452-832d-4cdc-bb77-9a112c3278b2,c905e74e-371a-4e6d-8920-5b9a77eabaf1,Frontend Engineer,932.96,USD,negotiable,1
78bbfdee-8268-4c49-a686-1d0cacb0bb4f,856c4486-bed4-4939-94e2-bc829de20c38,Ml Ai Engineer,9493.55,USD,negotiable,0
95a00ee4-d1c0-434f-a505-48d5ddeaf140,856c4486-bed4-4939-94e2-bc829de20c38,Ml Ai Engineer,8170.22,USD,negotiable,1
19373b95-60af-42cd-ad65-6234d87da3d8,856c4486-bed4-4939-94e2-bc829de20c38,Ml Ai Engineer,4384.22,USD,negotiable,2
6439a11e-bacb-4db8-a23e-e94d2eadc500,9ffd6b6b-e34b-43eb-81f4-663d6ec87bee,Backend Engineer,4070.01,USD,negotiable,0
39df865f-bc83-42d1-8932-7ba4d68596bd,74f51c99-03b6-451e-9eae-57ec9052a7bd,Blockchain Engineer,5055.69,USD,negotiable,0
4e55cbce-829f-46a1-a857-9a8b63864d4c,74f51c99-03b6-451e-9eae-57ec9052a7bd,Blockchain Engineer,11482.08,USD,negotiable,1
143e6e57-9a57-4ee4-ad00-f7126fb38c54,74f51c99-03b6-451e-9eae-57ec9052a7bd,Blockchain Engineer,10799.69,USD,fixed,2
5d6b22a2-384d-4823-ba77-9260f65e08b0,d681e789-917a-4e08-9d17-782121a4aaca,Blockchain Engineer,2629.57,USD,fixed,0
0d50ae62-ea6c-4912-86e7-cd62d0b44fb8,d681e789-917a-4e08-9d17-782121a4aaca,Blockchain Engineer,1617.28,USD,fixed,1
ee69f9b9-9832-4739-bc28-9d58216bbb77,d681e789-917a-4e08-9d17-782121a4aaca,Blockchain Engineer,10403.71,USD,fixed,2
6bfeb892-f63e-49b1-85b2-8ea1165c8278,229adc3c-8a01-43c6-a50d-42c32fb3f271,Frontend Engineer,2348.31,USD,fixed,0
7ba5de99-7ac3-4882-ac59-27c0a93b9fdc,229adc3c-8a01-43c6-a50d-42c32fb3f271,Frontend Engineer,2259.05,USD,negotiable,1
19f23fe1-b464-46db-8e64-e9ea908d8d48,1bacf32e-4bda-41a0-815f-b873fda246c0,Frontend Engineer,3822.6,USD,negotiable,0
10e85485-c5d2-4c1f-a7f9-d8b3017aea44,1bacf32e-4bda-41a0-815f-b873fda246c0,Frontend Engineer,931.14,USD,fixed,1
ee7c438a-433a-4b0e-b3d3-663d7a376888,54f0f19d-6149-402c-8cff-1770d1cf343c,Fullstack Engineer,1077.09,USD,fixed,0
a884a1b8-b6e2-4d0f-bb75-61f5056e591d,54f0f19d-6149-402c-8cff-1770d1cf343c,Fullstack Engineer,7291.01,USD,negotiable,1
65d6b443-fd80-429d-89e6-466c6495ef89,54f0f19d-6149-402c-8cff-1770d1cf343c,Fullstack Engineer,6223.59,USD,negotiable,2
f659fda5-3849-49ef-98a0-a0e94de03615,1c328d15-62e1-4912-a47d-221de07919d5,Design Designer,1345.47,USD,negotiable,0
054430bd-a6f8-4c66-a373-5f966324f0d0,8fcc6db5-e7ab-4e5c-8196-a23e2cc6cf9f,Mobile Engineer,1849.77,USD,fixed,0
79942e81-26e3-42b3-8974-847058c5d55e,8fcc6db5-e7ab-4e5c-8196-a23e2cc6cf9f,Mobile Engineer,1815.78,USD,negotiable,1
cb4a69d6-0148-4efd-ae0f-b1319992d00d,8fcc6db5-e7ab-4e5c-8196-a23e2cc6cf9f,Mobile Engineer,2136.99,USD,negotiable,2
c63900de-4183-4363-a8ac-f7f6edad7af0,bc66a950-8efa-47ec-bc3d-6f25b0de9dd3,Ml Ai Engineer,3885.77,USD,fixed,0
bb7d1fe5-a972-450d-a76b-d43e891ae6e1,d9c16a18-9c04-4149-b4d7-e05c7991623a,Ml Ai Engineer,4999.71,USD,negotiable,0
b37837e0-4b4e-49d7-bd46-90a657979ccd,ab1f60d4-a547-4027-9dcc-605fbed95bd3,Frontend Engineer,349.8,USD,negotiable,0
0891c722-3e8d-4018-940f-89c3da296a12,ab1f60d4-a547-4027-9dcc-605fbed95bd3,Frontend Engineer,2197.66,USD,negotiable,1
5d61c5c9-7fc4-440a-a8c4-e554f586f25f,fafb76ff-0e0e-4e04-a071-9415c7608087,Backend Engineer,2627.7,USD,fixed,0
58fd0ff2-43b3-4538-a429-924984070db9,02c8d61a-3e95-4708-ad23-9ff1b35c1abf,Blockchain Engineer,7145.13,USD,fixed,0
6ec16e16-67f5-4116-a666-119a7315494a,8db7a856-2ae5-4464-b435-c4d92b58c9fd,Ml Ai Engineer,4149.5,USD,fixed,0
9f893d97-151d-45f3-8d68-2e8c479b150c,8db7a856-2ae5-4464-b435-c4d92b58c9fd,Ml Ai Engineer,5967.31,USD,fixed,1
4c53a1ff-7c63-4255-aa5f-44c0c693427a,6119e85f-a714-48a5-add3-b51beb412b18,Frontend Engineer,3298.66,USD,fixed,0
5d721c08-8300-4e4e-b2a9-c74a0f17fe24,43655713-4cea-4f26-b485-cf503a9739f8,Fullstack Engineer,1088.75,USD,negotiable,0
f65a6da7-ee77-49f0-a507-ee7b0041d597,43655713-4cea-4f26-b485-cf503a9739f8,Fullstack Engineer,6082.58,USD,negotiable,1
dc3214db-8212-4659-8180-1e6070918361,a24f1fea-4554-4a91-bf8f-57448bf77b81,Blockchain Engineer,9832.67,USD,negotiable,0
c951b906-9c5a-404b-b63a-c583c4860294,3d2a242c-605f-42f2-8fbc-2723050f01e1,Backend Engineer,4340.84,USD,fixed,0
458395b6-f791-49d6-a000-65e26fa74253,3d2a242c-605f-42f2-8fbc-2723050f01e1,Backend Engineer,1273.36,USD,negotiable,1
a97de555-abff-40b1-9bcb-b76163155fdb,fe5afc21-e211-4441-91c3-c318b3e85802,Blockchain Engineer,4701.65,USD,fixed,0
deb3bf53-f935-42e4-b91c-cd4ef9d3a1f7,a7b2f2fe-d04c-43c1-960b-b4ae53bae5a7,Ml Ai Engineer,7544.17,USD,negotiable,0
28068fdf-8ecf-4e08-95aa-588a7a779b95,a7b2f2fe-d04c-43c1-960b-b4ae53bae5a7,Ml Ai Engineer,5780.84,USD,fixed,1
b267f471-a7a6-4914-92f9-aa0ca7304ee1,a7b2f2fe-d04c-43c1-960b-b4ae53bae5a7,Ml Ai Engineer,2140.51,USD,negotiable,2
fe64e8d4-6e3d-46d4-ae1a-1ef6da7aa42c,374dc0c7-63bc-4130-9cdd-23b958914714,Frontend Engineer,3872.27,USD,negotiable,0
81bf8493-c3ba-40c8-8d61-846b8c37363b,374dc0c7-63bc-4130-9cdd-23b958914714,Frontend Engineer,1601.87,USD,negotiable,1
e2d41170-d6bc-469b-9d1f-32206a0f78f1,a8da8dd9-f483-41b3-a7a6-18e64d6a16b1,Blockchain Engineer,7800.91,USD,negotiable,0
8a28c73a-87e3-44f1-8c7b-e77554b0cbda,a8da8dd9-f483-41b3-a7a6-18e64d6a16b1,Blockchain Engineer,8871.03,USD,negotiable,1
b1383a85-2e3d-443d-89a6-5c5f7248b1be,a8da8dd9-f483-41b3-a7a6-18e64d6a16b1,Blockchain Engineer,14757.47,USD,negotiable,2
a72785b4-6014-45ec-a8c6-662a0ddfd606,d3df91c5-ebdb-4847-881c-d5bf9876c597,Frontend Engineer,3386.97,USD,negotiable,0
012e8030-5939-48b1-8554-21b330fdf2c5,6a058153-2fae-47f8-9155-0a09ddfd8d2d,Fullstack Engineer,4332.41,USD,fixed,0
3e3a6dfb-58e2-45ea-bb21-f34d12d7bd3a,481705e0-18e6-4382-b91a-fde14f2d8dfc,Backend Engineer,1781.34,USD,fixed,0
bdf7cf71-f1ad-481b-9487-ee608ba08bc9,ebb4368d-2fa3-4cfa-82f7-a15ecdc65103,Design Designer,2263.38,USD,fixed,0
e5adf81a-214b-444e-af49-f8d20d2bd836,ebb4368d-2fa3-4cfa-82f7-a15ecdc65103,Design Designer,452.55,USD,fixed,1
60d1ddb4-11b4-459c-8384-aa1ab9cfa4f8,cc82816f-a347-40e1-b1f8-d6a5c737a0b2,Backend Engineer,2332.16,USD,fixed,0
9ffa1cbc-f594-4a7f-80c3-bcd7a3da08f8,41418839-6ea0-41e3-b53a-9080bf6ab99c,Ml Ai Engineer,1715.79,USD,negotiable,0
688de2c3-4daf-4686-9ebf-a2935b76fe33,41418839-6ea0-41e3-b53a-9080bf6ab99c,Ml Ai Engineer,2730.21,USD,negotiable,1
76c4ea1c-adf9-4c47-8ec3-31e7dabd5f72,ec0e78bc-a83f-454c-91fa-6efba372dbc2,Backend Engineer,1607.44,USD,fixed,0
1136930c-6443-40f8-aeeb-68cf4d1ebf2d,ec0e78bc-a83f-454c-91fa-6efba372dbc2,Backend Engineer,1525.56,USD,fixed,1
2e87d74c-b089-4c0d-a2ae-1b0cfc019535,ec0e78bc-a83f-454c-91fa-6efba372dbc2,Backend Engineer,4451.7,USD,fixed,2
ae460d16-1ede-4436-a9ca-4db36e64b196,f67c1fc2-86e9-4826-b76c-c2423bc81c61,Blockchain Engineer,8826.51,USD,negotiable,0
7646445a-c3f0-44e2-8751-a4784b0e7e98,f67c1fc2-86e9-4826-b76c-c2423bc81c61,Blockchain Engineer,9904.77,USD,fixed,1
48aba836-504b-4ffc-a0c3-35b845fcaa9b,cbafbf3d-cdde-42e1-92e6-38e7f07b9e98,Devops Engineer,1437.88,USD,negotiable,0
68c08e6d-134f-4846-9bcc-7aaf35681192,cbafbf3d-cdde-42e1-92e6-38e7f07b9e98,Devops Engineer,5484.72,USD,fixed,1
18369da4-40c8-4304-a5be-cb03ecdebcfb,cbafbf3d-cdde-42e1-92e6-38e7f07b9e98,Devops Engineer,6943.9,USD,fixed,2
61b7bbc2-f6c9-4a0d-9150-3d1acfa4797d,308721c0-0a72-4e9f-877c-d6d0930ed327,Blockchain Engineer,9923.42,USD,fixed,0
756a3abd-b66a-4bc0-8562-a7cf536e5f9e,308721c0-0a72-4e9f-877c-d6d0930ed327,Blockchain Engineer,11741.01,USD,negotiable,1
66b2b927-a0bd-48b9-9144-3ae8ceb6ae74,c9ed56ee-3070-4732-80a2-d25a928d87e8,Backend Engineer,1188.15,USD,negotiable,0
129acb7e-68c0-4f78-9c97-e1a17dc8b0a4,c9ed56ee-3070-4732-80a2-d25a928d87e8,Backend Engineer,2810.41,USD,fixed,1
de83c987-3e75-45b1-8396-3b96e1e49cab,7331e7a1-8e26-443b-8275-30f2615564ea,Mobile Engineer,4237.59,USD,negotiable,0
c7c880e1-f536-4e08-8056-145593cbec7d,7331e7a1-8e26-443b-8275-30f2615564ea,Mobile Engineer,1143.29,USD,negotiable,1
d03f30fe-0b7e-46b2-b095-8a9af599d76e,7331e7a1-8e26-443b-8275-30f2615564ea,Mobile Engineer,3201.04,USD,negotiable,2
4fb4e638-3497-4432-9599-aaa2d64bbbbb,50cba8ff-c92c-41d2-85d0-73698530546a,Blockchain Engineer,6312.44,USD,fixed,0
d1ff7f35-5032-4ea0-8765-c610af932b48,50cba8ff-c92c-41d2-85d0-73698530546a,Blockchain Engineer,3401.42,USD,negotiable,1
3403a65d-63a9-4695-b17c-6d7762975da2,9862e4c3-36c7-4179-8004-bde8733c3708,Frontend Engineer,3949.23,USD,fixed,0
7266ff1c-1cac-4741-ad4f-4d65018003c0,9862e4c3-36c7-4179-8004-bde8733c3708,Frontend Engineer,2799.44,USD,negotiable,1
41b87f45-6ecf-4ff1-a22e-813cdb4b93ba,5822f2f4-f3b9-4681-8dbf-f01614642100,Frontend Engineer,3011.74,USD,negotiable,0
d6a436b1-5d92-448e-b6a3-edb9bf6b212e,45d1c7cb-f87b-40a2-ab47-7a8c700bfa54,Devops Engineer,1336.13,USD,negotiable,0
28d87eb1-62a5-46ca-9fdc-88e691c8b9a7,45d1c7cb-f87b-40a2-ab47-7a8c700bfa54,Devops Engineer,5458.81,USD,fixed,1
6f2e4720-271d-4538-8a37-b208418eab08,45d1c7cb-f87b-40a2-ab47-7a8c700bfa54,Devops Engineer,6490.21,USD,fixed,2
b0ba0739-ca35-45f5-b3d8-802cfd38b34e,1bd0f4ff-41c8-481c-97d0-c6e14e1f9c92,Backend Engineer,2193.97,USD,fixed,0
b1853466-a00b-4b00-b399-98064bf163f5,1bd0f4ff-41c8-481c-97d0-c6e14e1f9c92,Backend Engineer,3723.71,USD,fixed,1
060b7db1-426e-4b56-8527-73db9f742e8c,1bd0f4ff-41c8-481c-97d0-c6e14e1f9c92,Backend Engineer,2264.95,USD,negotiable,2
881ab5fb-98d6-4e82-9ed4-63baf176635c,dbea9c03-acc3-4ab0-9915-d63254c11c02,Devops Engineer,6504.37,USD,fixed,0
a84fa9ec-b480-45e4-8fc2-52522d487cd7,4b16b4fe-6c24-4266-be38-b6cd31791daa,Frontend Engineer,910.19,USD,fixed,0
b4221e41-b890-42e4-a52c-a7b8d6cc8686,4b16b4fe-6c24-4266-be38-b6cd31791daa,Frontend Engineer,1600.98,USD,fixed,1
a334df20-3d39-448d-96ee-a204f8999aad,3e626305-cc0a-4603-93be-16960ae5e2dc,Devops Engineer,2259.67,USD,negotiable,0
5ede15f5-4c4e-4a7b-8473-7b6e1b7fcd7b,3e626305-cc0a-4603-93be-16960ae5e2dc,Devops Engineer,7013.58,USD,fixed,1
691c218a-8c96-4143-9b17-2b09fe2da21c,3e626305-cc0a-4603-93be-16960ae5e2dc,Devops Engineer,6916.49,USD,fixed,2
b44470d6-6057-4d2f-a902-f2172dd95a43,795b885b-d151-4529-88a4-7bc8e35770ea,Blockchain Engineer,1223.37,USD,fixed,0
c5b7a2ef-25b5-4517-9830-e11633b2f27c,795b885b-d151-4529-88a4-7bc8e35770ea,Blockchain Engineer,7245.09,USD,fixed,1
fc11b20d-5702-49c5-9220-0f12a0e6a6f3,769429c0-aa42-4754-8f38-ce240bac9ee4,Frontend Engineer,2663.14,USD,negotiable,0
80e31a2c-906e-4354-a01a-562339d9936f,769429c0-aa42-4754-8f38-ce240bac9ee4,Frontend Engineer,2923.9,USD,negotiable,1
55a00cd4-5a17-44a2-916a-435fb0238031,b1d18996-817b-485c-ade4-6fc3d8c5e1f8,Devops Engineer,7183.76,USD,fixed,0
c14d0278-7dd4-4c89-a507-64de89e53cc7,b1d18996-817b-485c-ade4-6fc3d8c5e1f8,Devops Engineer,951.98,USD,negotiable,1
1e10f623-6fcb-4e18-bbfb-5f68b155d92f,b1d18996-817b-485c-ade4-6fc3d8c5e1f8,Devops Engineer,3888.08,USD,negotiable,2
a73352d8-e35b-40de-b439-323188d1bc43,b38c4d17-bcaf-437e-9966-67a0840d01a1,Blockchain Engineer,5512.18,USD,negotiable,0
8fc3c6fc-46ab-42c1-98e4-daed26853b12,b38c4d17-bcaf-437e-9966-67a0840d01a1,Blockchain Engineer,1822.08,USD,fixed,1
aab88329-d860-4f88-b0d1-e4228565152c,b38c4d17-bcaf-437e-9966-67a0840d01a1,Blockchain Engineer,7262.53,USD,negotiable,2
a6069ca8-91ed-4d7f-95af-09d3c40544cd,cdbc54d7-6677-4101-a683-68421d30a72a,Frontend Engineer,1159.9,USD,negotiable,0
7374d090-1e8b-4ec2-8ca6-370e61ea497f,cdbc54d7-6677-4101-a683-68421d30a72a,Frontend Engineer,3446.24,USD,fixed,1
0c3738c1-1901-4826-9697-5b462cd156fa,471bd570-d89c-447a-8d79-26c1c565ea26,Ml Ai Engineer,7049.8,USD,negotiable,0
21cc2619-0131-4897-812f-fc3566f42ee2,2bb26ae8-c6d0-4f35-a432-54d236fd2bae,Mobile Engineer,1394.92,USD,fixed,0
04f621fb-f3a6-4668-ae4e-ce4a87d0dc57,9a297fe9-ee69-499b-a177-140adb7be50f,Devops Engineer,7992.93,USD,negotiable,0
4b5b6683-c5f8-48a8-8c05-6cc18faa8055,a873cef0-f727-4cb2-a05e-b20d5c61bf53,Devops Engineer,2366.62,USD,fixed,0
3fe0556f-ce60-43d9-a6ae-d0aa121e9f5a,a873cef0-f727-4cb2-a05e-b20d5c61bf53,Devops Engineer,7546.98,USD,fixed,1
654a88fa-7437-44d7-ac2c-c04a23324473,a873cef0-f727-4cb2-a05e-b20d5c61bf53,Devops Engineer,5378.56,USD,negotiable,2
7e5c865e-fc1b-4b32-8bc8-571447fd41b4,e432fbf6-077f-40e6-8943-70bf53216ed9,Ml Ai Engineer,1071.11,USD,fixed,0
47abdfc6-ca75-4ade-8133-0c727a983dbb,e432fbf6-077f-40e6-8943-70bf53216ed9,Ml Ai Engineer,7340.09,USD,fixed,1
df1fd753-dece-4293-b68e-0a1c52e45b3a,e30fe1ba-5c4c-4586-a4c4-a157b47ba60b,Design Designer,2126.84,USD,fixed,0
0f531be8-9cd2-4e86-8a89-64b68f8b6c02,e30fe1ba-5c4c-4586-a4c4-a157b47ba60b,Design Designer,1934.07,USD,negotiable,1
64aaf3a2-fa08-4a06-b294-532260251eae,0a04f4ed-dd99-482d-b88b-33aea9385b5e,Frontend Engineer,1005.41,USD,fixed,0
e4803a7b-ba49-4532-8531-47272b216975,0a04f4ed-dd99-482d-b88b-33aea9385b5e,Frontend Engineer,1469.12,USD,fixed,1
72290ae9-43e2-4d28-b9da-e97dfceaa75a,0a04f4ed-dd99-482d-b88b-33aea9385b5e,Frontend Engineer,2806.24,USD,negotiable,2
0be5823b-58e3-4e06-9664-2df3ef909630,19e77e07-fb20-4156-a79d-23d8131336cb,Backend Engineer,3480.55,USD,negotiable,0
c71255b7-e2c2-490d-94e9-cc437a50c2bb,19e77e07-fb20-4156-a79d-23d8131336cb,Backend Engineer,4281.86,USD,fixed,1
a0e6de3b-588b-462c-a3f8-8382bde9fc85,19e77e07-fb20-4156-a79d-23d8131336cb,Backend Engineer,3991.0,USD,fixed,2
0f28c78f-a26b-4aca-b9c7-3c46dd0fe869,d279626b-ff64-4852-9a41-815f47876cf2,Ml Ai Engineer,6005.25,USD,fixed,0
8422ee66-f256-4587-a926-5e8bf253eaa4,81802dde-785b-4dc4-b8d0-372893bd5167,Frontend Engineer,1086.29,USD,fixed,0
f62158c5-c20c-45d9-bee2-c56c65d1a51a,81802dde-785b-4dc4-b8d0-372893bd5167,Frontend Engineer,1956.75,USD,fixed,1
09c5309c-f6f4-48e5-8104-93e62fbef866,81802dde-785b-4dc4-b8d0-372893bd5167,Frontend Engineer,3529.68,USD,negotiable,2
d77869e4-2175-409b-b103-c7a8eb0095cb,eaae7df7-97d6-4278-90d3-a3d369c235ec,Ml Ai Engineer,9407.67,USD,fixed,0
7b6e6e17-0eb2-4e85-8d99-6be36d213beb,eb0782bf-be3a-4e69-98e6-e6db181e253e,Devops Engineer,7191.13,USD,fixed,0
a0477420-f1d7-4592-9760-edd3b4a20adf,eb0782bf-be3a-4e69-98e6-e6db181e253e,Devops Engineer,1058.15,USD,negotiable,1
319bf690-5016-47eb-bb0b-23e7d34b1d92,eb0782bf-be3a-4e69-98e6-e6db181e253e,Devops Engineer,3924.12,USD,fixed,2
daefd940-bf70-4ce2-b945-f994f9ac3430,950e772c-55a4-4646-8ed7-4ec6bb5308dd,Frontend Engineer,3550.4,USD,negotiable,0
6410864d-afe9-4ca6-9026-ad4ad8604297,2ba9d565-4073-4e09-9681-24a0d82586ab,Mobile Engineer,5149.38,USD,negotiable,0
96c98ded-74da-49d2-8af9-f08d27d76381,2ba9d565-4073-4e09-9681-24a0d82586ab,Mobile Engineer,1800.4,USD,negotiable,1
723387a9-e222-497e-8cc5-3e572d772968,2ba9d565-4073-4e09-9681-24a0d82586ab,Mobile Engineer,3867.06,USD,negotiable,2
6c8caadc-2311-476b-887c-aa2a6b9836d4,6128eefa-62c5-4f41-ab1f-2a5223cbe777,Devops Engineer,7308.96,USD,negotiable,0
c716f4e1-8a58-4018-be5e-afe54fa5c815,6128eefa-62c5-4f41-ab1f-2a5223cbe777,Devops Engineer,4414.43,USD,fixed,1
c8f29a87-4d96-48fa-87e7-d391122c2bcc,6128eefa-62c5-4f41-ab1f-2a5223cbe777,Devops Engineer,3502.18,USD,negotiable,2
53c9c5f6-e489-4c68-bd83-bbe5f6226c28,aa13da6e-36af-4d5b-80a1-3c5fe2a733a8,Blockchain Engineer,13395.56,USD,fixed,0
99f46977-8521-4a08-b66a-ba014b50b91e,3f01a197-4947-471a-a5b4-bceab3259824,Devops Engineer,6437.56,USD,negotiable,0
