contract_id,job_post_id,job_role_id,proposal_id,freelancer_id,client_id,contract_title,agreed_budget,payment_structure,status,start_date
ed0eee3e-832a-427f-8b06-8f6d31d2afb5,d378a672-fef6-47f8-8cc6-e4494db82cee,97c2470f-9bc3-4651-9868-5c8b9e77168f,1c0a6d60-1ba6-4f5d-bdef-c09dea927331,b44f658d-75f1-4215-8d0d-f12e6f07ca74,02bf6172-7b78-4946-9bde-09011b2ad0f1,Contract — Mobile Project,707.35,milestone_based,completed,2024-01-01
edce0902-36fc-409a-95f4-d62681f1c869,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,d64de91c-af3d-47b0-83eb-756e2d4f4246,2c379236-cbf5-41a8-aec1-753bc8b6ffed,dc353c9d-b72d-40e3-9ff5-607ea58c3d10,Contract — Ml Ai Project,6254.94,milestone_based,completed,2024-01-01
50fc9d12-040d-4267-93ae-648635fa4f57,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,3f109e26-b887-49aa-b4c7-0fa1d1ae2329,75e75db4-32b0-42d9-9392-fb1507544e19,dc353c9d-b72d-40e3-9ff5-607ea58c3d10,Contract — Ml Ai Project,6254.94,full_payment,completed,2024-01-01
bf6e80fa-6b44-4353-b277-8bf7fd503c71,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,8f32ed60-8bb0-45aa-998c-c7fddba7fba1,eafd1606-bb0c-44b9-9d98-e08d213b10e4,dc353c9d-b72d-40e3-9ff5-607ea58c3d10,Contract — Ml Ai Project,6254.94,full_payment,cancelled,2024-01-01
a06804cc-9b7e-4190-a366-8535eaed1244,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,e8783968-f2d5-4c85-9657-49b25dc0430e,f18ae44d-1636-4432-b923-4f5b277bfacb,dc353c9d-b72d-40e3-9ff5-607ea58c3d10,Contract — Ml Ai Project,6254.94,milestone_based,completed,2024-01-01
f52adac7-1372-4b31-9d0d-1cae8b4e3c2e,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,2e29ac6e-44d3-4c87-84dd-dbca61c6ea84,8d2229f4-4313-4b5d-b9eb-d84cfa2d4faf,dc353c9d-b72d-40e3-9ff5-607ea58c3d10,Contract — Ml Ai Project,6254.94,full_payment,completed,2024-01-01
e9afee41-c6eb-4300-a157-375efd5273b3,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,58298ec7-ac51-4e74-8021-abf1bfe10379,820485ed-9d3b-4ae9-bbb4-980c5802991d,dc353c9d-b72d-40e3-9ff5-607ea58c3d10,Contract — Ml Ai Project,6254.94,milestone_based,completed,2024-01-01
d40232fd-22fb-48b8-8de7-ef2d4edea806,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,ae1be163-4e96-4928-8ca7-69356be85442,eee57cc8-0424-4692-847a-e2fbbeb128eb,7ea733e1-78d1-4701-8be3-34e198c598f1,Contract — Blockchain Project,2381.2,milestone_based,completed,2024-01-01
1adafe4d-54bb-4682-91eb-c10594950baa,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,2af58678-1b1a-4b80-8e43-fc8a55cf5639,e719dcf7-507b-4930-b2db-0377d20d9308,7ea733e1-78d1-4701-8be3-34e198c598f1,Contract — Blockchain Project,2381.2,full_payment,completed,2024-01-01
a9b855ad-d561-4d1a-8c0d-920ebdb530e4,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,08ab598a-f122-4338-8421-e616234f453e,635d010e-b74b-4de6-9d44-37cb533c2de1,7ea733e1-78d1-4701-8be3-34e198c598f1,Contract — Blockchain Project,2381.2,full_payment,completed,2024-01-01
f893e5da-3f88-4a17-a38e-ac67a1bddee2,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,1d4b2e4c-a31c-4f97-8dc8-5a2c88cc123e,99b27421-efb4-4e02-ae22-aaef2e6cf69f,7ea733e1-78d1-4701-8be3-34e198c598f1,Contract — Blockchain Project,2381.2,milestone_based,completed,2024-01-01
33fd9225-bec8-4e10-bd34-d94aa2a2b59c,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,ccaa7e92-23c1-4efb-a6ab-d7ec01b09cba,928043e7-2964-4181-9f36-e4a323997cf2,7ea733e1-78d1-4701-8be3-34e198c598f1,Contract — Blockchain Project,2381.2,full_payment,cancelled,2024-01-01
0ab20b28-1e94-4189-892a-d42de11eded8,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,6dc59638-0c1a-4394-8fcc-d7cdc076bb7e,54a28fe5-32c5-4cea-ae58-f312087cb7d2,7ea733e1-78d1-4701-8be3-34e198c598f1,Contract — Blockchain Project,2381.2,full_payment,cancelled,2024-01-01
89fb8ca6-ab16-479e-be29-b0bcb4531e32,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,4359d9f7-c7c3-4eea-823b-6e6dfdef6302,3e3d3a8f-983a-4102-885b-94a6cd4b07ac,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,milestone_based,completed,2024-01-01
9b496cf6-1b95-41fb-b5fb-54b39044e292,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,01565ca5-9f51-434a-baad-cce3f2ed7d30,0d91c474-ed1c-431a-830e-fbe6c1eb87c2,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,cancelled,2024-01-01
8e31d5d3-1e13-4738-933e-ea330d545abb,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,cee3c3a8-1b40-4223-a754-1698e9d27a1c,c3416234-0bbe-4745-a4bf-3edf1d9f64ad,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,completed,2024-01-01
c04e00f3-078c-411b-9d37-97a38bafb71d,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,1d3b1663-556a-4958-90d0-57a079bacbc8,01cd646b-142d-4494-a47a-fa6dee4161f5,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,completed,2024-01-01
e622d4da-ea36-4be4-8296-514ea4397e02,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,9a90f9fd-eac7-43fa-98da-bfd9559bbbb6,00b61a80-507b-4636-a69f-7072024eaef8,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,milestone_based,completed,2024-01-01
11fd11b1-9554-4210-9878-f52dfca9ece6,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,ab3f3522-3e86-45fe-8909-ee22131b4d97,68e40bbc-de8e-4ead-9a8e-fc83a8008ebe,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,cancelled,2024-01-01
ea586286-fa9d-44c5-8aa7-9c08f7c91fbc,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,354d5c4d-0238-45a3-a7fc-47f6c52b879a,8526db93-6eee-466d-8e9e-052a815b76ea,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,completed,2024-01-01
06add1d0-6d30-46a8-9432-ce1bbd4a6920,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,fe47f57b-e4f3-4aa8-95b1-67edad30ff6a,9b6487be-ffb3-4e0e-928c-3853f15dade2,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,milestone_based,active,2024-01-01
52679fdf-1e84-4aa3-b200-31b0610a04c9,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,8bf93d4e-1e2d-4568-89d9-ad922890f1bf,84b9b6c3-dda5-4692-b3de-ccc5263a8152,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,cancelled,2024-01-01
9fbc930b-9580-43c3-a290-1d93641134fe,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,618a1f4d-590f-47f7-83ab-3acda470fdbd,befc5408-562e-4154-97af-0ebdd7ed66a1,d62db474-f43e-4e2c-a82e-0b24f3eda0fe,Contract — Fullstack Project,4042.23,full_payment,active,2024-01-01
9b74c011-8e4e-4fee-97e1-5857f1e9b722,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,f155ccc8-dbc5-4f35-8ade-6841fb73be4b,92a2e8a4-d134-4c19-bc9d-871d5f8d2d35,1dc1a249-188e-4885-b59c-1d4d4322cbe2,Contract — Ml Ai Project,3525.11,milestone_based,completed,2024-01-01
c1e693f6-e9dd-41c5-b387-8aa0afaffbc7,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,987b2fe1-157c-48d2-92b8-13d1dc818b32,bab0783f-f1ba-401e-bf6f-2ed67bf4ab0b,1dc1a249-188e-4885-b59c-1d4d4322cbe2,Contract — Ml Ai Project,3525.11,full_payment,completed,2024-01-01
c501818c-ad12-4ad7-a198-ba6ad364c56b,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,b22863f2-58c2-41b5-bc65-d68d645182b4,9b16bce1-839e-41a7-b13d-58f23e9e3f47,1dc1a249-188e-4885-b59c-1d4d4322cbe2,Contract — Ml Ai Project,3525.11,milestone_based,completed,2024-01-01
bde0f0e8-d7b2-4b20-bed9-671da5769a4c,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,8d73959d-6220-4a0d-97de-63ff22f41377,ea8dc35f-a34e-43df-b6ca-251332ffaef6,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,milestone_based,active,2024-01-01
2d36fca8-0e15-460e-aaae-1bb491281e12,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,c5cd6c41-4ef1-4a7f-8e17-3c1ad54a7742,e719dcf7-507b-4930-b2db-0377d20d9308,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,full_payment,cancelled,2024-01-01
cc8551d1-2234-4651-b6e6-8ebb85915115,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,91bd65d1-9837-4999-9ccd-c053f37904ba,befc5408-562e-4154-97af-0ebdd7ed66a1,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,full_payment,completed,2024-01-01
1d78fdd8-7ae3-4786-b032-fb337fb47695,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,ddf8a668-3e0e-49f2-9887-877283b928fc,9c27f58d-099e-47c3-9fc1-b17eba2628da,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,full_payment,completed,2024-01-01
b79daeaf-c3de-4076-90c4-908071f7ac31,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,2c9f5d10-8f1a-47d1-b85d-1b34ca03b64e,9189876b-0325-461f-aa8c-3374485151cf,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,full_payment,completed,2024-01-01
a1c313cb-4e99-4f7a-ae28-77094b68d742,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,e49af14f-d54c-4104-951a-dd8e34431bf4,046de70f-b12d-4a30-815e-64f34a985cf3,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,milestone_based,completed,2024-01-01
a341f788-2f53-46f0-9995-f63b832a913a,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,812df2c1-7056-4c24-824a-1821e3857aff,7eed0f3c-f392-4491-bb2e-e66b107fd34e,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,milestone_based,completed,2024-01-01
47d0de94-82e3-400c-9e24-ddd92fc7df8b,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,a9552ebc-2bf6-49c4-97d1-9d17c3f55911,7ed5bd02-7edf-44b1-a030-578e2ed86a95,c46dc58f-4644-407a-9f15-0c938be366ad,Contract — Blockchain Project,1513.07,full_payment,cancelled,2024-01-01
3699c0cc-cdb7-4f6c-88b2-72476e369636,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,9e4798bd-7b81-4ded-b137-4fdef541b9b6,6e98a464-3956-4715-996d-5a459828b532,02f25658-7858-48b7-be1e-ab00082d03a4,Contract — Design Project,2990.67,milestone_based,completed,2024-01-01
876a0c66-4362-455f-8e77-70aaec18fdf5,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,2ce19d7e-0a49-49ec-949f-f539ecb0165f,9b16bce1-839e-41a7-b13d-58f23e9e3f47,02f25658-7858-48b7-be1e-ab00082d03a4,Contract — Design Project,2990.67,milestone_based,completed,2024-01-01
7cbf5f87-8918-4c0f-a504-1586e6b3c3cf,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,61c45de6-42a5-4714-8c58-dea166768b4d,b7c9d289-1244-4328-8029-5c9a09b88196,02f25658-7858-48b7-be1e-ab00082d03a4,Contract — Design Project,2990.67,milestone_based,completed,2024-01-01
d977104c-2c38-44fc-9b0b-e4c1737dc114,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,a1421b24-d0fb-485d-a1d0-a0eea0e0942e,2cfe2be0-5d2a-47ba-9c54-b50ec28e7949,02f25658-7858-48b7-be1e-ab00082d03a4,Contract — Design Project,2990.67,full_payment,completed,2024-01-01
2d6ea7af-905a-4613-9cb8-ab9633d19ff8,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,5c17b9ea-442f-4f6c-b30f-97db15dade8f,f9fef66c-c06e-429d-93f3-157660984f72,02f25658-7858-48b7-be1e-ab00082d03a4,Contract — Design Project,2990.67,full_payment,completed,2024-01-01
2e9e11ed-a33c-49e3-bd9e-980a528363c4,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,c27d71d2-cdbd-4b33-9691-d747f08b361f,989640f4-d60b-480a-ae5d-7a329c6a14a6,02f25658-7858-48b7-be1e-ab00082d03a4,Contract — Design Project,2990.67,milestone_based,cancelled,2024-01-01
bd4825ec-6767-4b25-a74a-b33c55e01f14,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,380a1e51-0c0b-405a-b8d3-5bc38ce7c65f,3ce3f5fa-219e-44e8-befc-ade5befb04af,5ee34665-d768-4c2c-8d12-989bcc6f24e2,Contract — Ml Ai Project,1921.62,milestone_based,active,2024-01-01
2af94bac-1aa4-428b-b532-0ea05b95b0ec,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,b4360d5b-2a1a-48f4-a460-ce3184fb6e29,44873e67-c80f-4755-a82f-698920d23bcf,5ee34665-d768-4c2c-8d12-989bcc6f24e2,Contract — Ml Ai Project,1921.62,milestone_based,cancelled,2024-01-01
faa96f58-f7c6-4ea8-ae50-0abf628d6855,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,5d815b3e-2928-44a4-af4d-99b5a906bacb,ee2e4f91-7dca-476f-a33d-3cd55b6c29a4,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,milestone_based,completed,2024-01-01
23390fb1-4740-4e8d-844e-2d922a157b2e,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,f5d34d65-f1cd-49eb-9e7f-16947511954d,eafd1606-bb0c-44b9-9d98-e08d213b10e4,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,milestone_based,completed,2024-01-01
0210b134-bf1f-4276-8363-9a93bd3c418a,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,b63fab66-cb0e-418c-804a-32c6816eedf1,ba249ab4-2a16-485f-b72b-02a95cc00040,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,full_payment,completed,2024-01-01
397c3816-8a43-4e90-8177-a0c85d6e22c0,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,c4839162-3b8f-43c2-9f55-e2020df3b6d3,dd667acc-1d35-4b7b-a695-df60e1e37409,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,full_payment,completed,2024-01-01
9e850b07-87b5-4e83-8666-5d9633751037,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,60bb17a1-242c-4e0a-a3bf-c236b135645e,b2af5334-544a-4da5-9ecc-87ee1ba7156b,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,full_payment,completed,2024-01-01
8ad31cab-417f-4ec2-b5b3-63f915ebae1f,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,bb6bbc75-4fb1-4240-90f2-477ba3b611ab,69af508f-0bd9-48f8-8339-bd9e89c11ef7,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,milestone_based,completed,2024-01-01
b46baac9-0781-4ecd-bd33-baffa6168500,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,6521bd9b-b04e-4c47-927c-4fa5476e592a,1ac35812-bd37-44d1-baeb-56f5f65ef98f,f738b392-413c-429b-9fab-6eceffb8f947,Contract — Ml Ai Project,9234.81,milestone_based,completed,2024-01-01
cecd0cd9-1123-442a-a7eb-c64fa68060d3,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,431bb5b1-de10-4435-bab4-96cd3872a0d2,9a36c538-4f36-4a1d-96a0-c646192ba745,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,full_payment,completed,2024-01-01
413d4907-8b28-4c69-8d47-710287d7c903,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,9e4110f7-989c-485e-b0ef-2258820f2f0e,c571b8d1-7bdd-46c7-88e1-14453915bc99,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,full_payment,completed,2024-01-01
a83c314c-fd34-4f09-b806-fe7b64f4307f,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,c178f973-ec63-48bb-8e17-13577d4bb621,0e1e20f7-46e3-4d71-9ef3-55be49d030ba,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,full_payment,completed,2024-01-01
1ca2514c-5e50-4b53-a31d-392457fe7dbc,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,c7ecc5de-ebe8-48d9-87d6-4caad2b718a4,9692e062-44fb-47df-affc-0d9c14541151,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,milestone_based,completed,2024-01-01
c048f19f-50d5-48b6-96cb-63128909d2af,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,a6ec1d8e-9bd4-416c-ac49-5c7a92580480,827b2960-f199-4992-b40e-d7c77b03500f,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,milestone_based,completed,2024-01-01
379cafab-3536-441c-a7cb-75329dcb095c,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,ae246a0b-8b02-4242-ad8c-909d9d2c449d,9408453e-4d9b-4548-9572-8a6d496bb1ee,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,full_payment,active,2024-01-01
9d753eef-b6e9-4a23-b5c7-d7e3e44460a1,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,70b31c93-f652-42e8-98e7-7079fcd1c0c5,fbcdffd7-18fe-47bc-bf1c-a8d4323c084b,03aeec2f-b14e-4395-88de-69f7b5a57777,Contract — Fullstack Project,5565.72,milestone_based,active,2024-01-01
9dba00ad-6473-4b23-9b07-29b204f7fa55,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,63089f67-84ae-4269-9688-3207a70aef87,4877cf9a-8fb5-412c-85e6-79cfdee7cebf,26fba15b-48fd-48ec-a7e2-17deeaa210d9,Contract — Ml Ai Project,8539.99,milestone_based,completed,2024-01-01
511d57ac-b4b7-483c-95f2-38fc57f5e6e5,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,0b08e722-7d5d-4f49-99dd-dd875633e1e9,d67daa87-1e68-4b34-b8af-9c596393ba7d,26fba15b-48fd-48ec-a7e2-17deeaa210d9,Contract — Ml Ai Project,8539.99,milestone_based,completed,2024-01-01
068790cc-588e-478f-a288-6d7bd863ff07,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,73d27351-cefd-4e0e-82df-be7ceee8f7f0,016b144d-e0c4-4e33-9028-bf24e0a38939,26fba15b-48fd-48ec-a7e2-17deeaa210d9,Contract — Ml Ai Project,8539.99,milestone_based,completed,2024-01-01
73d34a43-f9b8-4728-a93b-80379c3f6a8d,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,2676ded9-692b-4949-9862-7c27ad7d3dd4,a7ef6fa6-7b74-456c-8c61-4533a10235b8,26fba15b-48fd-48ec-a7e2-17deeaa210d9,Contract — Ml Ai Project,8539.99,milestone_based,completed,2024-01-01
9eae617f-5615-449b-bc1a-6b12aa5b60b9,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,241e6a17-aa57-4068-9491-29123eb1b520,f934b6c7-7cd2-4948-98dc-8d52ed3b14a4,26fba15b-48fd-48ec-a7e2-17deeaa210d9,Contract — Ml Ai Project,8539.99,full_payment,active,2024-01-01
