freelancer_language_id,freelancer_id,language_id,language_name,proficiency_level
cd60812d-28c9-46e3-adf7-530d7eecb357,f00a463e-237b-4b2d-ae62-d150ad6495f4,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
2a574c9a-0693-4830-b70e-2bd0da7301eb,12fe4c16-130e-4cdc-a04d-e1d5cb534814,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,native
c2165a17-2aeb-4bbf-a22a-b9bab4a5ea69,56f6d049-dbd5-4cd7-a1e9-c24972f652ad,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,native
baa259d8-9c5f-48a5-9346-f0f9ce014168,2e9239fa-5512-4684-99e8-c2a935400d98,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
6ac31d8d-df4a-42c9-a886-55f204bbc4fd,2e9239fa-5512-4684-99e8-c2a935400d98,1653548d-b3a0-4974-96b1-a504d21c241e,English,basic
164c4640-192c-4d0b-ae35-c87be8b2a6c3,2e9239fa-5512-4684-99e8-c2a935400d98,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,basic
018f0d5d-3ef2-4ad0-9fff-4df39cffac25,7bb0a060-dc92-4322-a0d2-12245463e121,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,native
9a2c38a9-0468-4134-88a0-11adb8384f81,7bb0a060-dc92-4322-a0d2-12245463e121,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,conversational
07967c9e-f293-4c59-86e3-f137d127c730,db35843b-5205-416b-bf60-5b96f4af4e26,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,native
a89e3fc9-488b-4fdc-bb65-bc8ff62de116,39c31b33-bef0-41c9-aac1-0370fd095335,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
bd4f870c-5673-453c-9f37-19f24ff1c75f,9d744901-1ec8-4f64-a7c3-32deac059c83,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
e6b4513f-25c1-4e35-96b9-57583f7474c3,9d744901-1ec8-4f64-a7c3-32deac059c83,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,fluent
770bcf9a-2f62-458e-97c6-d285ad000b8b,5e15d00e-a62d-404a-8eac-abe7889f188f,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,native
bbf8c91e-f3f9-45df-b9d5-52808c0ef151,5e15d00e-a62d-404a-8eac-abe7889f188f,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,fluent
d6acd099-0e30-4167-a7eb-5017fef6a649,5e15d00e-a62d-404a-8eac-abe7889f188f,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,basic
084f3c37-a42d-41f1-b627-c87e14a7ed0a,6208b918-630d-4561-91ff-5b50a700140c,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,native
04484049-1535-4006-97df-0cea634c9f9a,fcba903b-fa0f-4859-8696-ab1bbf64429f,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,native
f379324b-d7c9-4ee6-a3d8-1743b9e7a330,fcba903b-fa0f-4859-8696-ab1bbf64429f,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,fluent
5198f375-d6ab-44d7-92e6-1991ed33bf21,6418ee2c-ec99-44c6-b790-2dd19588027c,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
9d48b4cf-138e-4495-aaca-24a612e4f60d,6418ee2c-ec99-44c6-b790-2dd19588027c,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,fluent
c32eaeb0-b328-4ee1-8191-67056bbdd4f6,6418ee2c-ec99-44c6-b790-2dd19588027c,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,conversational
1440b476-f128-45c1-98c2-87faa33c4e98,830a080d-3583-49d4-81bc-173e18446574,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
73fb3dc0-882f-49a8-9488-94092d9ba44f,ba9e1d73-22ff-4da8-bea3-1a33d10217fa,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
f54eac68-e48f-4a6e-abdc-8c2755066595,d8a7bd56-c08e-4542-b08a-5e45de4f589d,948ff171-6376-4c27-99ea-9302970de916,French,native
e36fada3-5b98-45d7-8702-cadda461e98b,d8a7bd56-c08e-4542-b08a-5e45de4f589d,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,basic
300122dc-0031-473e-85ec-e346feb03956,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,native
a5ff968f-5308-41a0-982d-e5752a0cfaee,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,fluent
ca4ae29c-0962-4df4-b681-096d858c3bd3,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,basic
cd005c56-0d34-449f-b7b1-ba0bdf28d57d,b40c1d4b-d9bf-4a28-805e-2f5633e217e7,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
165683b4-089d-4f95-bcbd-bcdd1518ed2a,e8ccccba-be0a-4bf2-8ef6-5f67fbeaada4,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
da86f41f-e4fe-4117-888c-4063c519686e,e8ccccba-be0a-4bf2-8ef6-5f67fbeaada4,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,conversational
e6fc624d-29ff-4ed7-8745-c4066d5ff174,17c71ec1-a6c3-44ba-a120-dec8af379227,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
8a7bb3f9-609c-4072-898a-d17506ec22a4,0a9f04f1-21b3-4282-aa44-6c1114aef468,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
8fa02836-cf61-4c6c-9af4-e6f2dbda33a2,edda2d1e-f234-4c8c-bffc-e4f6109da7d2,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
34ef3213-47b7-4573-a406-1f5cb62e74be,a08d8c36-f421-4ae1-b8cb-fa9584891ae8,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
ab7ef7c3-757b-4116-ac41-f82f9f5d50e9,22c32e39-b4c5-4254-8cee-93578839bcca,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
a21b47be-af18-46ae-9ed3-ec9453affe9d,25d167fd-2a95-4607-ad81-39bc5e0b5b60,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,native
3188015c-c94d-4d37-8814-302576b6620b,25d167fd-2a95-4607-ad81-39bc5e0b5b60,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,fluent
da7488f6-1e2d-458e-9d05-f15b4a607998,08cb8fef-0198-4659-8f7c-038fba0578b8,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,native
18746d85-c97c-4a79-ab35-e19915543955,08cb8fef-0198-4659-8f7c-038fba0578b8,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,fluent
bdc1519f-521d-4815-91de-53dfb001709a,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,native
f9f59e16-2093-4728-9933-c390a7b31cf9,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,e0fc4856-2bb0-4995-8396-aec8c691d12a,Mandarin,basic
3bc365d1-4bd1-4061-8e73-9f299e40fe0e,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,basic
6975b20a-ecca-4feb-b69d-97c6f243e955,faea9d6b-a40f-4d0f-a4d2-bdd210cc5c06,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
ca1c3093-1d14-4d06-8008-0145df40cb12,da391e45-c117-422d-a279-6543183f4770,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
21d01004-8593-4b77-83cf-37de9e54ce2e,1e7bf2bc-0da5-4a37-a1a1-d0cf278e473b,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
ff12b1b1-9fad-4555-b591-d3a18f6060b3,1e7bf2bc-0da5-4a37-a1a1-d0cf278e473b,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,basic
416fa168-02e5-40d2-9413-204c9159dfbb,1e7bf2bc-0da5-4a37-a1a1-d0cf278e473b,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,conversational
b85c0b33-8663-4302-b56d-7d30a4a0198e,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,native
ad202e93-9abb-4f67-909f-3018fa713add,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,fluent
3b4a8b4d-68f3-441c-a77a-fada8752fb53,321b88fe-c1b6-4017-b041-37ed842427ed,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,native
d81ab50f-7d7c-40b4-a90e-d58bd9dc0bf3,321b88fe-c1b6-4017-b041-37ed842427ed,948ff171-6376-4c27-99ea-9302970de916,French,conversational
ee9d4bd9-576e-405f-aee0-a47d3f761c38,ddb8edea-9a3b-4dc2-b2d0-2dd579572127,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
3f94e4ae-aa91-425c-aa8a-be9e4f0de379,ddb8edea-9a3b-4dc2-b2d0-2dd579572127,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,fluent
c4da80a7-a8f1-47d5-aa57-384df4b799a0,ddb8edea-9a3b-4dc2-b2d0-2dd579572127,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,conversational
16ceb0a9-1ad0-4a57-aa7a-e81a121d6847,12672039-fa84-4248-b7f1-cc1fa1ef6db5,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
4217aa4e-2bab-4467-9cfe-7e1c5d63d278,12672039-fa84-4248-b7f1-cc1fa1ef6db5,1653548d-b3a0-4974-96b1-a504d21c241e,English,fluent
9b326ff0-520b-4694-9582-da6cf8acf329,52c4ab91-1eac-4995-b9bb-531a9dbedbf7,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
db1c151f-3474-4509-a7eb-a99642baa2d0,fef3feda-0fdf-4e6b-8b22-17562b0e6077,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
e08139e2-a433-424e-bed3-e5b554e5312f,fef3feda-0fdf-4e6b-8b22-17562b0e6077,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,basic
8a9517b8-906b-47dc-907c-5d1faed8147c,391cf51c-0cb4-48dd-8b26-1288d83cfaf1,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
1a2287e7-1208-4e21-894b-12b8f24f1b34,f61e2464-8a04-4310-9acd-e778ec432da8,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
8f8b60b5-8e95-41c8-92ac-bafa7c01cbc4,f61e2464-8a04-4310-9acd-e778ec432da8,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,conversational
6c49234e-a945-4878-8859-f3cfede32ff6,f61e2464-8a04-4310-9acd-e778ec432da8,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,basic
dbb2ffd7-27ee-4a89-bd1b-5c1b464c108d,957c0a05-35f0-480e-a542-911f29c7d22f,948ff171-6376-4c27-99ea-9302970de916,French,native
d9d96f4d-ac97-4515-aa2e-7dd65c4a8d28,957c0a05-35f0-480e-a542-911f29c7d22f,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,fluent
7ad69915-fb64-4b1b-bacd-426162a862b1,8e8e6fea-4d40-4b09-befc-bc318c8da082,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,native
d06d0c00-6b8f-4e33-b786-23b09e543ef4,8e8e6fea-4d40-4b09-befc-bc318c8da082,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,fluent
af63eef0-fbb1-4af1-a973-67d222585a0b,8e8e6fea-4d40-4b09-befc-bc318c8da082,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,basic
8955c29f-6b59-4b5e-a56a-aa2c995cf052,66ca12a7-d96f-441b-b87c-d384eff210fe,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
bf53f050-8d41-419b-9e39-7a5c269bbfb0,66ca12a7-d96f-441b-b87c-d384eff210fe,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,fluent
92076e65-369d-4e62-9371-93072d433a32,d8703ae4-ae6d-4532-986d-2effd7a90547,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
d4a43ef4-1d24-4cab-af05-d68b711b4413,d8703ae4-ae6d-4532-986d-2effd7a90547,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,basic
c4b6627d-4dab-4384-baae-d3d8a546516f,d8703ae4-ae6d-4532-986d-2effd7a90547,948ff171-6376-4c27-99ea-9302970de916,French,basic
eec43b57-cc55-4c5f-b778-caef123165b1,3c684fdf-63e2-4466-bcaa-d701a605790d,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
f0e5d355-8f5d-4652-a2b0-c396fd3e8cb9,478d0575-26c7-4887-8e73-4465162dd069,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
93631fe8-8532-4e84-bc3b-d275f73a3d6b,1ab0007c-fdbc-4707-888a-b302d58f9b6c,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
5b46ef00-0259-4b6e-bfb9-a7a324666601,1ab0007c-fdbc-4707-888a-b302d58f9b6c,1653548d-b3a0-4974-96b1-a504d21c241e,English,conversational
3f7d19b5-7050-4fd1-b983-33b5e04313cb,1ab0007c-fdbc-4707-888a-b302d58f9b6c,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,basic
d2d6dbf7-2543-4a28-abc2-e3a7904ed29b,19ebadb1-b410-441c-96b5-adf5a410debe,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,native
20f0e6a9-8271-42e5-8dde-d8f785163b1e,19ebadb1-b410-441c-96b5-adf5a410debe,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,conversational
98201266-9f19-4dd5-84d2-2ef7a8bd9cd0,19ebadb1-b410-441c-96b5-adf5a410debe,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,conversational
dcdc366d-5150-4e3e-836e-2113290e6d3f,f09f644d-79d4-4711-b087-c9059d8b6b00,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
9a1b6009-2d3c-4d59-aa47-e84d50042062,f09f644d-79d4-4711-b087-c9059d8b6b00,1653548d-b3a0-4974-96b1-a504d21c241e,English,conversational
6edf38a7-f90c-4854-b39f-395f1dc99131,b430e1dd-f536-4df1-8046-41ef5a142c09,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
7fdf567a-3b4e-4dcc-ae7b-cff7188824a0,b430e1dd-f536-4df1-8046-41ef5a142c09,1653548d-b3a0-4974-96b1-a504d21c241e,English,fluent
5f9cb867-6c97-4753-aa7f-22cd985ba1a1,b430e1dd-f536-4df1-8046-41ef5a142c09,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,fluent
5525687c-54f2-4041-a3c3-10ca63a0627d,f55f4974-7f3a-449f-8c6a-c28d1f3e7d3c,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
351fea9f-5600-4568-bf35-66679d58ba39,f55f4974-7f3a-449f-8c6a-c28d1f3e7d3c,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,conversational
f1c0975a-fb7a-4542-a584-48260f5e62e6,02be06ea-ffc7-47b3-b26b-ec4e02bd8c5d,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,native
a8211cad-dfce-4f4c-aec3-62258daff856,b8bea659-b50f-4441-8f96-c965eaf92962,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
08ce682e-5c05-45f7-8803-dd5283fdeb8c,ec30f882-f978-461f-9716-508cfed948f4,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
c304b98d-4ffb-4777-9eaa-c44587157e20,6611a5a4-f23f-4fe5-9b1e-5c1d5503b7dd,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
dfcd77f7-c9b2-4c32-aa99-c6f14cc7bfd1,6611a5a4-f23f-4fe5-9b1e-5c1d5503b7dd,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,fluent
21685859-7d53-44d1-af2b-adc4859fe9e0,bfc5f55e-1a0d-4d45-aac9-5b91e7f800e4,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
6199839b-f452-4263-8e41-d92aa422967c,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
0e48a8b1-f5ba-4fe9-9341-d2ac69819a78,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,basic
ad8a9334-03c8-4ec9-b1c8-87b473921173,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,basic
15abf7f2-a0b1-40b7-aff3-5376a48cef50,256cee47-a5d2-4016-9c44-2d8fb7497241,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
5dfe555d-a51f-4d60-90f6-7ae0c5b8b0cc,cf03e79c-d942-4885-9fd7-8fd2d0522dfb,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,native
fdaab5a2-9933-48b1-ab3e-6adabc149dd6,180fdcae-e669-484c-9234-8add7721f347,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
83512bab-949b-466d-99de-9022bf743c38,180fdcae-e669-484c-9234-8add7721f347,948ff171-6376-4c27-99ea-9302970de916,French,conversational
a8ef66e4-38c1-41c7-bf44-2295e29d730b,c35b252f-ab44-4dcf-b7ed-6aec6aca8572,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
bf311bcb-9949-4f6c-9cac-5a015507edea,f48151b2-e983-4894-93b4-252992b92347,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
bdbae79b-77b1-44ad-b0c2-df1cf34fa1a5,f48151b2-e983-4894-93b4-252992b92347,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,fluent
c1eca00a-87bd-4969-b3f8-e66272fbb6d5,f48151b2-e983-4894-93b4-252992b92347,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,fluent
bd328d5e-a3fd-42a3-84bf-39b4a36b33c9,bdb79088-aca3-462d-9f20-ff3c11e6cfd5,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,native
8199f8d3-542b-4bd9-8314-968987eb2f91,b82556a9-693f-4e25-828e-e99d843c24bf,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
c5b2d73b-939e-4cfc-bbfa-ffcc9cebc2d1,b82556a9-693f-4e25-828e-e99d843c24bf,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,fluent
6b088b8b-97b5-46ae-9a0d-3686df1d5da1,b82556a9-693f-4e25-828e-e99d843c24bf,e0fc4856-2bb0-4995-8396-aec8c691d12a,Mandarin,fluent
922f9c19-004e-4296-9b8b-7629204df3d1,3ac18492-14d6-46f3-b1fc-f9d62abcc864,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
c194baf4-6ff3-40e5-a528-6764cb86c76d,3ac18492-14d6-46f3-b1fc-f9d62abcc864,948ff171-6376-4c27-99ea-9302970de916,French,basic
0cf0a881-278b-4ff8-a52e-945a792b3365,0cf0e8d2-07ec-41bd-824e-f0214a4c4192,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
476fd781-b290-4471-a1e1-1bc104a3200c,d33a1dc7-abc2-4b21-8833-92514883a7a9,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,native
dc9f0182-3142-4338-875c-6c1a96b67245,d33a1dc7-abc2-4b21-8833-92514883a7a9,1653548d-b3a0-4974-96b1-a504d21c241e,English,conversational
f0028d85-59ad-457d-82e8-17df55a08611,9294631e-8e87-4ba0-bbc0-527d333a94ed,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
34da85cc-8a3e-4223-80ae-aaeec792031c,969972e2-fea6-4e6d-8812-74d844ba3e9c,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
64d0a6eb-e3cc-4726-a3a4-ff992cbf5c2f,969972e2-fea6-4e6d-8812-74d844ba3e9c,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,conversational
c87a99c5-13a4-4621-98cd-bf8f0303377b,969972e2-fea6-4e6d-8812-74d844ba3e9c,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,basic
8d7d9cd2-1beb-4191-96a2-191918fb40c3,78420beb-50d3-4585-a9b8-cf16d80bb871,1653548d-b3a0-4974-96b1-a504d21c241e,English,native
08a9b596-d024-4e3f-876f-559fb4f55f03,81894a79-d6a5-45b2-91e1-aa7c68251609,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
506e55fb-e0fc-48b5-8d38-ddb0ba834cb1,19ab9f96-ebdf-4c7f-ba7a-bbac3818f62a,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
7baba305-3c3a-4dfc-97c3-1c9a592e47e5,19ab9f96-ebdf-4c7f-ba7a-bbac3818f62a,948ff171-6376-4c27-99ea-9302970de916,French,fluent
76dcdbc1-c1f8-4eae-b636-2aa159aeb8ba,6683cc21-07f1-4668-918e-4e5eb7444f8f,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
e323d5f5-9e8b-48b3-8f57-e141df2d5a47,6683cc21-07f1-4668-918e-4e5eb7444f8f,1653548d-b3a0-4974-96b1-a504d21c241e,English,basic
60a17f63-2b91-494c-8d22-f1160ee17c33,8bd2bb37-a425-44cd-a788-bbf74108cc44,e0fc4856-2bb0-4995-8396-aec8c691d12a,Mandarin,native
4fdb191c-5232-4dd0-92a7-d83095b5b464,92ea13e8-908c-454e-9891-9cef6400c7ae,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,native
0908fec2-cacf-4433-aed5-4359b0b1c8ad,4f612997-0f11-4129-b8dd-8a2b7202b43e,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
b0b43d59-0575-43cc-a398-639f6d8f8aa1,4f612997-0f11-4129-b8dd-8a2b7202b43e,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,basic
65871c11-bf14-4f46-9771-1a95fd94efeb,6a107a0d-e417-464f-b26e-026ae2748450,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
ee578974-6e1f-4d80-baf2-38ece533c62b,6a107a0d-e417-464f-b26e-026ae2748450,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,conversational
bd14e905-ecef-468a-b4af-15b79914f1e0,6a107a0d-e417-464f-b26e-026ae2748450,b566aa91-28f2-4523-9bcf-1ad3f5d463b3,Korean,fluent
7d3fba98-ac0e-4a1b-994f-714ab7823c5a,d2ef70b0-48f3-432b-8771-972643cf7823,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
345d188d-7c06-4d2d-a8b6-2a2a9295d355,d2ef70b0-48f3-432b-8771-972643cf7823,fb87bd78-d3e2-4970-8f3c-1036cf6bfc86,Hindi,fluent
0327a311-173e-49e6-b163-ea5889f711a6,d2ef70b0-48f3-432b-8771-972643cf7823,d91e7458-1c58-4ff5-b6e1-47274cf07274,German,conversational
ebb42499-7fc6-4225-b6dc-b44e943bed99,ee972b68-437e-4ec6-a2cf-f9310aa2ba0f,f0038099-c3a5-432d-8a20-ab84e08b8d60,Dutch,native
4271ee56-287c-489b-aee7-2c59918ec1ba,ee972b68-437e-4ec6-a2cf-f9310aa2ba0f,1653548d-b3a0-4974-96b1-a504d21c241e,English,basic
37f27520-45a4-42be-b922-19d878808dd0,ee972b68-437e-4ec6-a2cf-f9310aa2ba0f,4bc4c50c-1e63-4872-b3a1-11f8ee03bb04,Portuguese,basic
7b5e9861-7296-454f-b99e-940963d4386e,f3118cda-b242-479e-bc38-d862141a8090,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
18982822-7b3d-4ba5-b1a6-7be828843f6b,f3118cda-b242-479e-bc38-d862141a8090,948ff171-6376-4c27-99ea-9302970de916,French,fluent
3f6642f0-1e4a-4eea-80a7-70944b2eae33,f3118cda-b242-479e-bc38-d862141a8090,aa1ad047-3abe-491d-8707-92b0b1a72e57,Spanish,fluent
cd9ad059-7767-4ded-9655-909ce89aa7f4,4b56c006-223a-4eac-94bf-59f647436c1b,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
891c88b3-2dda-4bba-8b89-38d839ccff7a,4b56c006-223a-4eac-94bf-59f647436c1b,f0a61f02-3b0b-4c9f-a649-a446b1ad597e,Japanese,fluent
cc73adfa-0d17-4c7b-97f2-66ed42cdff7d,c476f977-7c78-4f9d-8e23-5ee3f8f5350b,e0fc4856-2bb0-4995-8396-aec8c691d12a,Mandarin,native
35e90c6b-1a04-49bc-99d0-0906f4542bf9,2a912c9b-53dc-4939-b4a3-7b14bfab0c64,bdb4a1c8-4c27-4488-9535-035dd2e5c69b,Arabic,native
1b631a62-6dc6-48cc-9dc7-60b20c07042c,955eca5a-1f09-4f6c-9a60-aefac9b1171b,622827db-daea-4f19-ba7c-d83a78a5d8c3,Indonesian,native
