proposal_id,job_post_id,job_role_id,freelancer_id,proposed_budget,status
58298ec7-ac51-4e74-8021-abf1bfe10379,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,820485ed-9d3b-4ae9-bbb4-980c5802991d,6141.79,accepted
f83d16c7-3958-4abb-9f06-7819eaf64335,524b9d7a-59aa-4fe4-bb8d-8356125cca9b,4d189f2d-81c0-4c31-a890-8b38d9ed277d,2e5f4ed5-079e-41f5-b626-098eb04ec0f4,5008.62,rejected
ae1be163-4e96-4928-8ca7-69356be85442,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,eee57cc8-0424-4692-847a-e2fbbeb128eb,2635.5,accepted
2af58678-1b1a-4b80-8e43-fc8a55cf5639,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,e719dcf7-507b-4930-b2db-0377d20d9308,2214.4,accepted
08ab598a-f122-4338-8421-e616234f453e,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,635d010e-b74b-4de6-9d44-37cb533c2de1,2562.65,accepted
743ef14a-940f-403c-a241-fd0e5693c2d4,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,eb56464c-1ae7-4a4e-975c-c717db7fbd37,2545.6,withdrawn
1d4b2e4c-a31c-4f97-8dc8-5a2c88cc123e,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,99b27421-efb4-4e02-ae22-aaef2e6cf69f,2218.82,accepted
ccaa7e92-23c1-4efb-a6ab-d7ec01b09cba,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,928043e7-2964-4181-9f36-e4a323997cf2,2523.54,accepted
046d26b5-a802-497e-a18f-381f3cbc5fe9,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,1e62ee30-e14b-489a-a43b-dd3784412cca,1994.39,rejected
cd2b73fd-9819-4bdd-a478-fa1c0a127af9,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,7822a4ee-7a27-423b-8f5e-f3938551c871,2383.6,rejected
6dc59638-0c1a-4394-8fcc-d7cdc076bb7e,2c7acc70-2e4c-4674-b71a-462a9b8163a1,5e185587-a5fe-4fa9-8921-5cca47ba9ef3,54a28fe5-32c5-4cea-ae58-f312087cb7d2,2366.37,accepted
4359d9f7-c7c3-4eea-823b-6e6dfdef6302,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,3e3d3a8f-983a-4102-885b-94a6cd4b07ac,4284.83,accepted
01565ca5-9f51-434a-baad-cce3f2ed7d30,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,0d91c474-ed1c-431a-830e-fbe6c1eb87c2,3558.86,accepted
cee3c3a8-1b40-4223-a754-1698e9d27a1c,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,c3416234-0bbe-4745-a4bf-3edf1d9f64ad,4313.61,accepted
1d3b1663-556a-4958-90d0-57a079bacbc8,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,01cd646b-142d-4494-a47a-fa6dee4161f5,4347.01,accepted
9a90f9fd-eac7-43fa-98da-bfd9559bbbb6,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,00b61a80-507b-4636-a69f-7072024eaef8,3437.75,accepted
ab3f3522-3e86-45fe-8909-ee22131b4d97,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,68e40bbc-de8e-4ead-9a8e-fc83a8008ebe,4537.38,accepted
354d5c4d-0238-45a3-a7fc-47f6c52b879a,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,8526db93-6eee-466d-8e9e-052a815b76ea,3885.08,accepted
fe47f57b-e4f3-4aa8-95b1-67edad30ff6a,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,9b6487be-ffb3-4e0e-928c-3853f15dade2,3693.04,accepted
cb5459a6-c3c2-4bde-bfb9-64e33c19f5e0,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,b5467c3e-0131-460a-b327-363021787774,4209.79,rejected
8bf93d4e-1e2d-4568-89d9-ad922890f1bf,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,84b9b6c3-dda5-4692-b3de-ccc5263a8152,3492.44,accepted
618a1f4d-590f-47f7-83ab-3acda470fdbd,44ef0d6b-55bf-4f47-8e09-a317366d07f4,4d1b1f79-741a-4779-b1ca-e7ed3d4c149e,befc5408-562e-4154-97af-0ebdd7ed66a1,4688.12,accepted
f155ccc8-dbc5-4f35-8ade-6841fb73be4b,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,92a2e8a4-d134-4c19-bc9d-871d5f8d2d35,3843.61,accepted
52e07938-b949-4ed9-ba07-8010fd9eacf3,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,016b144d-e0c4-4e33-9028-bf24e0a38939,4223.25,withdrawn
ad24a601-e1cd-4b5b-a159-0e2c079ed024,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,44873e67-c80f-4755-a82f-698920d23bcf,3811.54,rejected
7578ed43-8f30-479f-8087-4dbdbc12b129,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,256e68c6-76cd-4a5d-b398-e2abfe398eff,3365.39,withdrawn
34cbe1ab-7561-40c0-ac5d-a7551c64601a,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,d67daa87-1e68-4b34-b8af-9c596393ba7d,3744.39,rejected
987b2fe1-157c-48d2-92b8-13d1dc818b32,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,bab0783f-f1ba-401e-bf6f-2ed67bf4ab0b,3819.01,accepted
51e1cc53-e783-45ef-96a6-50351587e54c,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,48817884-badd-437a-b977-62b3b8080c33,3238.17,rejected
976f49a8-5bf6-483f-9633-02991d67a6bb,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,00d86d71-1502-4122-8504-ae758555005a,3870.12,rejected
b22863f2-58c2-41b5-bc65-d68d645182b4,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,9b16bce1-839e-41a7-b13d-58f23e9e3f47,4030.43,accepted
527f490a-cf3a-42ae-aef3-a65a28f23ea5,d64f9836-776f-4cbe-905f-493d2f1d1399,3f983d19-e30d-4a6c-a8d3-d1a5f97c140d,e44791c2-e8c5-4d6c-8e32-c8c3f8fd8bd2,3575.95,rejected
8d73959d-6220-4a0d-97de-63ff22f41377,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,ea8dc35f-a34e-43df-b6ca-251332ffaef6,1323.94,accepted
19270b1a-8776-49e0-a9fb-2538326d10cf,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,1c37f3d2-6101-4f7c-b43d-26abd640c04e,1668.49,rejected
534bd534-6d15-4355-b72d-3518daa2e492,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,99246378-1f5b-4ff7-ab44-7eed87a515bb,1442.64,withdrawn
c5cd6c41-4ef1-4a7f-8e17-3c1ad54a7742,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,e719dcf7-507b-4930-b2db-0377d20d9308,1281.28,accepted
91bd65d1-9837-4999-9ccd-c053f37904ba,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,befc5408-562e-4154-97af-0ebdd7ed66a1,1488.66,accepted
ddf8a668-3e0e-49f2-9887-877283b928fc,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,9c27f58d-099e-47c3-9fc1-b17eba2628da,1637.43,accepted
2c9f5d10-8f1a-47d1-b85d-1b34ca03b64e,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,9189876b-0325-461f-aa8c-3374485151cf,1729.69,accepted
e49af14f-d54c-4104-951a-dd8e34431bf4,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,046de70f-b12d-4a30-815e-64f34a985cf3,1669.43,accepted
3c64223c-0994-489f-8791-5f9ec0a6a326,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,2c379236-cbf5-41a8-aec1-753bc8b6ffed,1781.95,withdrawn
812df2c1-7056-4c24-824a-1821e3857aff,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,7eed0f3c-f392-4491-bb2e-e66b107fd34e,1479.06,accepted
a9552ebc-2bf6-49c4-97d1-9d17c3f55911,ba9e125d-1b07-47ee-8bad-dc0c20cee8c4,e6621f41-4dd7-490d-80b2-2e88b38e363b,7ed5bd02-7edf-44b1-a030-578e2ed86a95,1211.04,accepted
9e4798bd-7b81-4ded-b137-4fdef541b9b6,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,6e98a464-3956-4715-996d-5a459828b532,2964.73,accepted
2ce19d7e-0a49-49ec-949f-f539ecb0165f,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,9b16bce1-839e-41a7-b13d-58f23e9e3f47,2693.11,accepted
61c45de6-42a5-4714-8c58-dea166768b4d,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,b7c9d289-1244-4328-8029-5c9a09b88196,2680.94,accepted
a1421b24-d0fb-485d-a1d0-a0eea0e0942e,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,2cfe2be0-5d2a-47ba-9c54-b50ec28e7949,2584.93,accepted
a19a2810-92ca-4aa2-98bb-9a379ea077f5,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,852e872e-5cf8-47fc-8062-45b4d3a0d080,2894.46,withdrawn
5c17b9ea-442f-4f6c-b30f-97db15dade8f,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,f9fef66c-c06e-429d-93f3-157660984f72,3570.19,accepted
38997c1c-9fcf-4995-b2cf-196fa01122a4,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,9692e062-44fb-47df-affc-0d9c14541151,2758.42,withdrawn
fb5d7edc-de8e-472b-9fd0-1a0821731429,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,00b61a80-507b-4636-a69f-7072024eaef8,3325.12,rejected
c27d71d2-cdbd-4b33-9691-d747f08b361f,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,989640f4-d60b-480a-ae5d-7a329c6a14a6,3387.81,accepted
07e60aba-02f2-4aec-86e7-a1975dd7812c,a4f8ee1c-a9a5-4273-a260-73660556d1d6,23b55b32-39b2-45b1-a380-df80717e4bc6,52f23038-b395-465c-a9d2-c479d8323911,2408.08,rejected
efccc5d1-01ea-47ea-9676-7ceff5b61a8d,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,bbb94bde-c4c6-4bd8-8839-4e3e8600c4cf,2248.46,rejected
380a1e51-0c0b-405a-b8d3-5bc38ce7c65f,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,3ce3f5fa-219e-44e8-befc-ade5befb04af,1936.26,accepted
b4360d5b-2a1a-48f4-a460-ce3184fb6e29,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,44873e67-c80f-4755-a82f-698920d23bcf,2242.66,accepted
6ec1fa0b-24b7-448e-b67c-8e358b2dfc1f,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,85af672c-5c1a-4e64-839f-ec117fdd22ec,1754.87,rejected
e6e0602f-6fb7-4935-ba8a-08d5d7f87349,55275d70-2279-4e45-b5f0-d7744079c043,6af4192b-b233-42c2-b556-bf0a685689c0,fd55d99e-5984-4514-8245-03c38032bdb5,2116.27,rejected
5d815b3e-2928-44a4-af4d-99b5a906bacb,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,ee2e4f91-7dca-476f-a33d-3cd55b6c29a4,9509.55,accepted
f5d34d65-f1cd-49eb-9e7f-16947511954d,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,eafd1606-bb0c-44b9-9d98-e08d213b10e4,8130.8,accepted
b63fab66-cb0e-418c-804a-32c6816eedf1,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,ba249ab4-2a16-485f-b72b-02a95cc00040,10009.52,accepted
c4839162-3b8f-43c2-9f55-e2020df3b6d3,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,dd667acc-1d35-4b7b-a695-df60e1e37409,8693.18,accepted
60bb17a1-242c-4e0a-a3bf-c236b135645e,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,b2af5334-544a-4da5-9ecc-87ee1ba7156b,8058.08,accepted
bb6bbc75-4fb1-4240-90f2-477ba3b611ab,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,69af508f-0bd9-48f8-8339-bd9e89c11ef7,9390.85,accepted
7f90fd7d-b0cf-4567-9edd-bb9d033dd259,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,0b15194d-8af2-43f4-b657-46f4483332e5,8818.29,rejected
6521bd9b-b04e-4c47-927c-4fa5476e592a,a3c71200-0caa-4591-a8af-02efe3d6a1f5,24423b52-279a-4476-a2f0-52f331907e3d,1ac35812-bd37-44d1-baeb-56f5f65ef98f,10076.7,accepted
431bb5b1-de10-4435-bab4-96cd3872a0d2,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,9a36c538-4f36-4a1d-96a0-c646192ba745,5098.64,accepted
9e4110f7-989c-485e-b0ef-2258820f2f0e,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,c571b8d1-7bdd-46c7-88e1-14453915bc99,4811.19,accepted
c178f973-ec63-48bb-8e17-13577d4bb621,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,0e1e20f7-46e3-4d71-9ef3-55be49d030ba,4854.11,accepted
c7ecc5de-ebe8-48d9-87d6-4caad2b718a4,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,9692e062-44fb-47df-affc-0d9c14541151,6530.6,accepted
a6ec1d8e-9bd4-416c-ac49-5c7a92580480,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,827b2960-f199-4992-b40e-d7c77b03500f,5498.72,accepted
ae246a0b-8b02-4242-ad8c-909d9d2c449d,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,9408453e-4d9b-4548-9572-8a6d496bb1ee,5772.58,accepted
1249bfc8-8949-4e35-86ff-f46f0d6cf4ee,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,66650e3a-bb7e-46f0-b6ad-d261360a6ea4,6399.63,rejected
70b31c93-f652-42e8-98e7-7079fcd1c0c5,468899ee-5a79-464c-becc-60f4abfaa472,7336f26f-a436-40b8-8586-6391a16357ba,fbcdffd7-18fe-47bc-bf1c-a8d4323c084b,4800.07,accepted
63089f67-84ae-4269-9688-3207a70aef87,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,4877cf9a-8fb5-412c-85e6-79cfdee7cebf,6876.19,accepted
0b08e722-7d5d-4f49-99dd-dd875633e1e9,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,d67daa87-1e68-4b34-b8af-9c596393ba7d,9810.45,accepted
73d27351-cefd-4e0e-82df-be7ceee8f7f0,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,016b144d-e0c4-4e33-9028-bf24e0a38939,9839.59,accepted
73b33053-9743-41cf-98c6-c43f44a89ad4,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,dd667acc-1d35-4b7b-a695-df60e1e37409,9216.4,rejected
2676ded9-692b-4949-9862-7c27ad7d3dd4,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,a7ef6fa6-7b74-456c-8c61-4533a10235b8,9377.25,accepted
2f0eebbf-c08e-478a-935c-adfdd7189fd8,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,496ef1d3-e82e-4ba0-9f41-fbfce5fdb2eb,10154.26,withdrawn
241e6a17-aa57-4068-9491-29123eb1b520,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,f934b6c7-7cd2-4948-98dc-8d52ed3b14a4,9601.94,accepted
91fa6435-fa58-44d4-bc34-76f550a14f20,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,1cc84af0-8db0-487b-804a-c2c057c7c014,7935.83,rejected
0ecb84e5-80fa-4cec-8f30-5302a972d515,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,1bb94398-22aa-4f79-8794-48fd89600861,9068.43,withdrawn
b6d612c2-2ad5-4558-b9f0-5a0a346646ca,f12ef756-9e4a-4d29-ba14-bc035511b4ad,7f4805bb-bccb-41d7-bf90-e9c91ec32075,3868b6fe-6abc-4745-a739-c89222570257,8790.88,rejected
f0e4761e-a31e-45c4-b677-bb688135517c,678aab56-5fdc-4d9b-84b3-883a68a71022,36d2f783-c2dd-4ee7-aef5-846b1b698465,57e83efd-a33a-4825-a1be-d809a6df9910,10723.2,rejected
19b7ab77-d30f-44f0-9681-da570b57da5c,678aab56-5fdc-4d9b-84b3-883a68a71022,36d2f783-c2dd-4ee7-aef5-846b1b698465,0ed7d5e8-57ea-4048-aa80-8207f2f276d1,9254.28,accepted
684180f4-858a-4730-be47-3152a7a05fa8,678aab56-5fdc-4d9b-84b3-883a68a71022,36d2f783-c2dd-4ee7-aef5-846b1b698465,d2a2fa17-f4f9-4158-b6e2-d047bd4684a2,8917.77,accepted
2c77b99a-ff15-4ef3-bedf-0520c98ca4e5,678aab56-5fdc-4d9b-84b3-883a68a71022,36d2f783-c2dd-4ee7-aef5-846b1b698465,3fb997f5-9ee6-4ac1-8fe2-002efa6e2339,10076.81,rejected
